,e1,relation,e2,date,predictions
261,Philippines,"Arrest, detain, or charge with legal action",Criminal (Philippines),2014-03-24,"['Criminal (Philippines)', 'Alexander Lukashevich', 'Angola', 'Vietnam', 'Marziyeh Afkham', 'Jeff Seeney', 'Men (Tajikistan)', 'Philippines', 'Oommen Chandy', 'Ma Ying Jeou']"
262,John Kerry,Consult,Iraq,2014-09-10,"['Iraq', 'Armenia', 'Sudan', 'Intelligence Chief (Sudan)', 'Foreign Affairs (Macedonia)', 'Foreign Affairs (Ukraine)', 'Protester (Thailand)', 'Head of Government (Afghanistan)', 'John Kerry', 'Ibrahim Hassan Saif']"
263,United Arab Emirates,Reduce or break diplomatic relations,Qatar,2014-08-31,"['Justice and Development Party', 'Qatar', 'Government (Palestinian Territory', 'Occupied)', 'Kazakhstan', 'Aladdin Boroujerdi', 'Children (Zimbabwe)', 'Murtala Nyako', 'United Arab Emirates', 'Ethnic Group (Afghanistan)', 'Men (Mexico)']"
264,Drug Gang (Mexico),Consult,Drug Enforcement Administration,2014-01-14,"['Azubuike Ihejirika', 'Government (Africa)', 'Citizen (Malaysia)', 'Murtala Nyako', 'Military (Argentina)', 'Drug Gang (Mexico)', 'Khadija Ismayilova', 'William Ruto', 'Party Member (Taiwan)', 'Daniela Bobeva']"
265,Japan,Express intent to meet or negotiate,North Korea,2014-02-28,"['North Korea', 'National Unity Party (Somalia)', 'Kim Jong-Un', 'Governor (Yemen)', 'Japan', 'Myanmar', '""Criminal (Hell\\\'s Angels)""', 'Catherine Ashton', 'Head of Government (Egypt)', 'Morocco']"
266,Angela Merkel,Consult,François Hollande,2014-10-17,"['François Hollande', 'Government (United States)', 'Treasury/Finance Ministry (Thailand)', 'Kisii', 'Education Ministry (Iran)', 'Police (Malaysia)', 'Scientist (China)', 'Angela Merkel', 'Bank (Tajikistan)', 'Akja Nuberdiyeva']"
267,Police (Tanzania),"Arrest, detain, or charge with legal action",Criminal (Tanzania),2014-06-02,"['Lawyer/Attorney (Argentina)', 'Citizen (South Korea)', 'Government (Georgia)', 'Head of Government (Senegal)', 'Protester (Pakistan)', 'Police (Tanzania)', 'Trade Union Congress', 'Women (Angola)', 'Police (United States)', 'Military (Brazil)']"
268,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-05-29,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
269,Amnesty International,Accuse,Bahrain,2014-05-24,"['Massoud Barzani', 'United Arab Emirates', 'Labor Party (United Kingdom)', 'Veterans (United States)', 'Morocco', 'Media (India)', 'Secret Agent (Philippines)', 'Amnesty International', 'Member of Parliament (Germany)', 'Senate (United Kingdom)']"
270,Media Personnel (Argentina),Make statement,Criminal (Argentina),2014-02-06,"['Zakir Hasanov', 'Police (Ethiopia)', 'Jakaya Mrisho Kikwete', 'Likud', 'Media Personnel (Argentina)', 'Daniel Mitov', 'Tamar Beruchashvili', 'Al Jazeera', 'Citizen (Germany)', 'Medical Personnel (Jordan)']"
271,Japan,Express intent to engage in diplomatic cooperation (such as policy support),Thailand,2014-10-21,"['Media (Africa)', 'Legislature (Italy)', 'Kevin Rudd', 'Military Personnel (Thailand)', 'Agence France-Presse', 'Japan', 'Foreign Affairs (Ukraine)', 'Julie Bishop', 'Armenia', 'Akja Nuberdiyeva']"
272,Israeli Defense Forces,fight with small arms and light weapons,"Armed Gang (Palestinian Territory, Occupied)",2014-06-02,"['Religion (India)', 'Ministry (Venezuela)', 'Medical Personnel (Jordan)', 'Gideon Gono', 'Government (Pakistan)', 'State Media (China)', 'Israeli Defense Forces', 'Muslim (Afghanistan)', 'John Hoeven', 'Insurgent (Thailand)']"
273,Xi Jinping,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-07-15,"['China', 'Joseph Robinette Biden', 'Legislature (Italy)', 'Head of Government (Ukraine)', 'Election Commission (India)', 'Xi Jinping', 'Head of Government (China)', 'Treasury/Finance Ministry (Saudi Arabia)', 'Military Personnel (Afghanistan)', 'Ministry (Liberia)']"
274,Criminal (Mexico),Use unconventional violence,Military (Mexico),2014-04-08,"['Ireland', 'Uhuru', '""Military (Cote d\\\'Ivoire)""', 'Criminal (Mexico)', 'Inter-Services Intelligence', 'Indigenous People (Greece)', 'Hassan Joho', 'Head of Government (Qatar)', 'Ministry (Afghanistan)', 'Police (Ethiopia)']"
275,South Korea,Express intent to cooperate,Japan,2014-08-10,"['Japan', 'Malaysia', 'Armed Rebel (Ukraine)', 'South Korea', 'Governor (Democratic Republic of Congo)', 'Party Member (Afghanistan)', 'Election Commission (India)', 'Indigenous People (Malawi)', 'Congo', 'Head of Government (Brazil)']"
276,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-10-19,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
277,China,Engage in negotiation,Iran,2014-06-03,"['Iran', 'Businessperson (Belarus)', 'Special Rapporteurs of the United Nations', 'China', 'Gjorge Ivanov', 'Media (Africa)', 'Independent Democratic Action', 'Police (Bulgaria)', 'Other Authorities / Officials (Turkey)', 'Military Personnel (Afghanistan)']"
278,Government (Syria),Sign formal agreement,Armed Rebel (Syria),2014-05-07,"['Toomas Hendrik Ilves', 'Barack Obama', 'Foreign Affairs (Senegal)', 'Government (Syria)', 'Head of Government (Egypt)', 'Sergey Kuzhugetovich Shoygu', 'Inspector General (Colombia)', 'Government Official (United Kingdom)', 'Defense / Security Ministry (Ukraine)', 'Benjamin Netanyahu']"
279,Citizen (Kenya),Accuse,Governor (Kenya),2014-07-24,"['Michael Sata', 'John Dramani Mahama', 'Cameroon', 'Kisii', '""Uganda People\\\'s Defence Force""', 'Royal Administration (Saudi Arabia)', 'Robert Hughes', 'Citizen (Kenya)', 'William Ruto', 'Party Member (Japan)']"
280,Imran Khan,Make statement,Protester (Pakistan),2014-09-16,"['Tajikistan', 'Kyoto University', 'Newspaper (Japan)', 'Imran Khan', 'Protester (Pakistan)', 'Police (South Africa)', 'Pope Francis', 'Independent Corrupt Practices Commission', 'Transport (Jordan)', 'Military Personnel (Afghanistan)']"
281,Governor (Kenya),Praise or endorse,Government (Kenya),2014-09-20,"['Government (Kenya)', 'Military (Brazil)', 'Other Authorities / Officials (Mauritania)', 'Nigerian Navy', 'Businessperson (Mauritania)', 'Indigenous People (Greece)', 'Tsai Ing-wen', 'Ministry (Norfolk Island)', 'Governor (Kenya)', 'Military Personnel - Special (Afghanistan)']"
282,Police (Philippines),Make statement,Philippines,2014-10-29,"['United Arab Emirates', 'Victor Ponta', 'Philippines', 'Education (United States)', 'Ministry (France)', 'Member of Parliament (Germany)', 'Armed Forces of the Republic of Armenia', 'Police (Philippines)', 'Media (Africa)', 'Kuwait']"
283,Police (Kenya),Demand,Citizen (Kenya),2014-04-24,"['Citizen (Kenya)', 'Armed Rebel (Ukraine)', 'Tarun Gogoi', 'Mike Pence', 'Police (Kenya)', 'Defense / Security Ministry (Ukraine)', 'Head of Government (Ukraine)', 'Milos Zeman', 'Andrej Kiska', 'Nguyen Phu Trong']"
284,John Kerry,Discuss by telephone,Benjamin Netanyahu,2014-03-19,"['Benjamin Netanyahu', 'Protester (Paraguay)', 'Massoud Barzani', 'Head of Government (Brazil)', 'François Hollande', 'Other Authorities / Officials (Lebanon)', 'Foreign Affairs (Italy)', 'Foreign Affairs (Venezuela)', 'Legislature (Argentina)', 'John Kerry']"
285,North Korea,Criticize or denounce,South Korea,2014-12-30,"['South Korea', '""Citizen (Cote d\\\'Ivoire)""', 'Macky Sall', 'European Central Bank', 'Morocco', 'Pakistan Tehreek-e-Insaf', 'Business (Russia)', 'Prayuth Chan-ocha', 'National Anti-Corruption Commission (Thailand)', 'North Korea']"
286,China,Make an appeal or request,Japan,2014-08-27,"['Japan', 'Armed Rebel (Ukraine)', 'Professor (Fiji)', 'Police (Ethiopia)', 'China', 'Citizen (Germany)', 'Israeli Defense Forces', 'Laos', 'Civic Group (India)', 'Milos Zeman']"
287,Mexico,Express intent to cooperate,Canada,2014-02-21,"['Citizen (Sudan)', 'Legislature (Russia)', '""Taufa\\\'ahau Tupou IV""', 'Criminal (Mexico)', 'UN Security Council', 'Romania', 'Democratic Party (Nigeria)', 'Insurgent (Afghanistan)', 'Canada', 'Mexico']"
288,Iran,Engage in negotiation,RIA Novosti,2014-11-23,"['RIA Novosti', 'Silvio Berlusconi', 'Doctors Without Borders', 'Gjorge Ivanov', 'United Russia', 'National Anti-Corruption Commission (Thailand)', 'Iran', 'China', 'Business (Russia)', 'Israeli Defense Forces']"
289,Ministry (Liberia),Make statement,Agriculture / Fishing / Forestry Ministry (Liberia),2014-05-14,"['Dino Melaye', 'Chief of Staff (Iraq)', 'Education (United States)', 'Ministry (Liberia)', 'Legislature (Italy)', 'Media (India)', 'Government (Poland)', 'Jackson Mandago', 'Lawmaker (Indonesia)', 'Association of Southeast Asian Nations']"
290,China,Host a visit,North Korea,2014-03-19,"['North Korea', 'Head of Government (Egypt)', 'Company - Owner or Operator (Italy)', 'Government (France)', 'China', 'Citizen (Thailand)', 'Combatant (Iraqi Kurds)', 'Julie Bishop', 'Cristina Fernández de Kirchner', 'John Momis']"
291,China,Host a visit,North Korea,2014-03-05,"['North Korea', 'Head of Government (Egypt)', 'Company - Owner or Operator (Italy)', 'Government (France)', 'China', 'Citizen (Thailand)', 'Combatant (Iraqi Kurds)', 'Julie Bishop', 'Cristina Fernández de Kirchner', 'John Momis']"
292,Abdullah Abdullah,Make an appeal or request,Election Commission (Afghanistan),2014-06-23,"['Election Commission (Afghanistan)', 'Barnaba Marial Benjamin', 'Yu Zhengsheng', 'Legislature (Argentina)', 'Lawmaker (Indonesia)', 'Insurgent (Afghanistan)', 'Citizen (South Korea)', 'Military (Mexico)', 'Citizen (Brazil)', 'Abdullah Abdullah']"
293,Government (Nigeria),Engage in material cooperation,Citizen (Nigeria),2014-05-21,"['Citizen (Nigeria)', 'Iran', 'High Commission for Refugees', 'Citizen (India)', 'Asylum Seeker (Chile)', 'Company - Owner or Operator (Nigeria)', 'Government (Nigeria)', 'Daniel Mitov', 'Gambia', 'Police (Ukraine)']"
294,Court Judge (India),Reject,Citizen (India),2014-11-23,"['Citizen (India)', 'Medical Personnel (Jordan)', 'Michael Sata', 'Court Judge (India)', 'Head of Government (Kosovo)', 'Iran', 'Combatant (Islamic State of Iraq and the Levant)', 'Special Rapporteurs of the United Nations', 'Gideon Gono', 'Amnesty International']"
295,Insurgent (Islamic State of Iraq and the Levant),"Abduct, hijack, or take hostage",Children (Iraq),2014-08-16,"['Kim Jong-Un', 'Legislature (China)', 'Dino Melaye', 'Jeff Seeney', 'Foreign Affairs (Russia)', 'Abdul Aziz', 'Insurgent (Islamic State of Iraq and the Levant)', 'Food and Agriculture Organization', 'Bala Abdulkadir Mohammed', 'Geoffrey Pyatt']"
296,Japan,Make statement,China,2014-11-06,"['China', 'Citizen (Unidentified State Actor)', 'Raúl Castro', 'South Africa', 'Ivan Gasparovic', 'Medical Personnel (Jordan)', 'Japan', 'Party Member (Afghanistan)', 'Citizen (Yemen)', 'Emrullah Isler']"
297,UN Security Council,Consult,Herve Ladsous,2014-03-06,"['Herve Ladsous', 'Other Authorities / Officials (Turkey)', 'Ministry (Liberia)', 'UN Security Council', 'Arab Israelis', 'Head of Government (Brazil)', 'Foreign Affairs (Italy)', 'Imran Khan', 'Legislature (Lebanon)', 'Vietnam']"
298,Barack Obama,Make statement,North Korea,2014-12-30,"['Mahinda Rajapaksa', 'North Korea', 'Interfax', 'Villager (India)', 'Member of Parliament (India)', 'Tarun Gogoi', 'Other Authorities / Officials (China)', 'Barack Obama', 'Congo', 'Sindh High Court']"
299,Citizen (India),Express intent to provide economic aid,Company - Owner or Operator (India),2014-12-11,"['Barack Obama', 'Member of Parliament (India)', 'Religion (India)', 'Dmitry Olegovich Rogozin', 'Citizen (India)', 'Ministry (Liberia)', 'Togo', 'Ijaw Youth Council', 'Mbhazima Samuel Shilowa', 'Head of Government (Egypt)']"
300,Police (Hong Kong),Physically assault,Protester (Hong Kong),2014-10-16,"['Student (Hong Kong)', 'Mohammad Javad Zarif', 'Finance / Economy / Commerce / Trade Ministry (Canada)', 'Protester (Hong Kong)', 'Member of Parliament (Australia)', 'Special Rapporteurs of the United Nations', 'Police (Hong Kong)', 'Muslim (Afghanistan)', 'Political Parties (Haiti)', 'Abdullah Gül']"
301,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-11-16,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
302,Colombia,Host a visit,Ruben Dario Alzate,2014-11-16,"['Foreign Affairs (Namibia)', 'Other Authorities / Officials (Turkey)', 'Political Parties (Lebanon)', 'Colombia', 'Citizen (Thailand)', 'Djibouti', 'Malaysia', 'Ministry (Bosnia and Herzegovina)', 'Macky Sall', 'Combatant (Islamic State of Iraq and the Levant)']"
303,Men (United States),Accuse,Tamerlan Tsarnaev,2014-03-21,"['Labor Union (Nigeria)', 'Head of Government (Egypt)', 'Criminal (Pokot)', 'Government (Croatia)', 'Mark Simmonds', 'Holy See', 'Head of Government (Mexico)', 'Pope Francis', 'Member of Legislative (Govt) (Nigeria)', 'Men (United States)']"
304,African Union,Consult,Ethiopia,2014-11-03,"['Ethiopia', 'International Monetary Fund', 'South Africa', 'Citizen (Nigeria)', 'Joseph Robinette Biden', 'National Anti-Corruption Commission (Thailand)', 'Manuel Nunes Júnior', 'African Union', 'European Central Bank', 'Military Personnel (Kenya)']"
305,Protester (Thailand),"Protest violently, riot",Thailand,2014-02-02,"['Malaysia', 'Citizen (Thailand)', 'Gabriel Torwua Suswam', 'City Mayor (Philippines)', 'Business (Iran)', 'Julie Bishop', 'South Korea', 'Media (China)', 'Legislature (Italy)', 'Protester (Thailand)']"
306,Police (Australia),Appeal for intelligence,Citizen (Australia),2014-11-04,"['Security Service of Ukraine', 'Appeals Court (Sweden)', 'Citizen (Australia)', 'Criminal (Somalia)', 'New Zealand', 'Military (Niger)', 'Police (Australia)', 'Undersecretary (United States)', 'Pope Francis', 'Augusto Barrera']"
307,Angola,Engage in diplomatic cooperation,China,2014-04-02,"['China', 'Ireland', 'Armed Rebel (Ukraine)', 'Nathan Cirillo', 'Angola', 'Gjorge Ivanov', 'Prem Tinsulanonda', 'Hamas', 'Indigenous People (Nigeria)', 'Nabih Berri']"
308,Sergey Kuzhugetovich Shoygu,Express intent to cooperate,Chuck Hagel,2014-03-27,"['African Union', 'Raheel Sharif', 'Mohamed Ould Abdel Aziz', 'Bahrain', 'Police (Kenya)', 'Iran Khodro Company', 'Defense / Security Ministry (Ukraine)', 'Sergey Kuzhugetovich Shoygu', 'Men (United Kingdom)', 'Treasury/Finance Ministry (Thailand)']"
309,Japan,Engage in negotiation,South Korea,2014-11-11,"['South Korea', 'South Sudan', 'Ashraf Ghani Ahmadzai', 'Japan', 'Algirdas Butkevičius', 'Josh Earnest', 'Kyoto University', 'Fumio Kishida', 'Afghanistan', 'Jonathan Greenert']"
310,Josh Earnest,Accuse,Other Authorities / Officials (Russia),2014-07-26,"['People Associated with the Opposition (Russia)', 'Abdullah Gül', 'National Security and Intelligence Services', 'Police (Burundi)', 'National Anti-Corruption Commission (Thailand)', 'Fumio Kishida', 'Lawyer/Attorney (Turkey)', 'Austria Press Agency', 'Josh Earnest', 'John Kerry']"
311,Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-12-22,"['Foreign Affairs (United States)', 'Sergey Viktorovich Lavrov', 'Army Personnel (Egypt)', 'Citizen (Germany)', 'Women (Australia)', 'Representatives (Slovakia)', 'Police (Australia)', 'Independent High Electoral Commission', 'Government (United States)', 'Business (Bulgaria)']"
312,China,Praise or endorse,Djibouti,2014-03-01,"['Djibouti', 'Abdullah Gül', 'UN Security Council', 'Labor Union (India)', 'China', 'Businessperson (Italy)', 'Party of Regions', 'Keriako Tobiko', 'Khalid bin Ali Al Khalifa', 'Police (Ukraine)']"
313,South Africa,Host a visit,Shivraj Singh Chouhan,2014-08-10,"['Ministry (Madagascar)', 'Education (United States)', 'Head of Government (Kosovo)', 'Media Personnel (Thailand)', 'South Africa', 'Ethiopia', 'Legislature (Italy)', 'Gazprom', 'Ali Tayyebnia', 'Other Authorities / Officials (Nigeria)']"
314,Police (Australia),"Arrest, detain, or charge with legal action",Women (Australia),2014-05-16,"['Foreign Affairs (United States)', 'Sergey Viktorovich Lavrov', 'Army Personnel (Egypt)', 'Citizen (Germany)', 'Women (Australia)', 'Representatives (Slovakia)', 'Police (Australia)', 'Independent High Electoral Commission', 'Government (United States)', 'Business (Bulgaria)']"
315,Iraq,Host a visit,Rostam Qasemi,2014-10-19,"['Nasser Judeh', '""Awami (People\\\'s) League""', 'Muslim (Africa)', 'Massoud Barzani', 'Police (Bulgaria)', 'Information / Communication / Transparency Ministry (Liberia)', 'Police (Belgium)', 'Children (Zimbabwe)', 'Iraq', 'Education (United States)']"
316,Rights Activist (China),Make statement,China,2014-12-10,"['China', 'Citizen (Unidentified State Actor)', 'Raúl Castro', 'South Africa', 'Ivan Gasparovic', 'Medical Personnel (Jordan)', 'Party Member (Afghanistan)', 'Rights Activist (China)', 'Citizen (Yemen)', 'Emrullah Isler']"
317,Associated Press,Ease administrative sanctions,Central Reserve Police Force,2014-05-30,"['Children (Philippines)', 'Prayuth Chan-ocha', 'Citizen (India)', 'Men (Mexico)', 'Malaysia', 'Company - Owner or Operator (India)', 'János Áder', 'Miguel Macedo', 'Associated Press', 'Business (Canada)']"
318,Citizen (Kenya),Accuse,Governor (Kenya),2014-09-09,"['Michael Sata', 'John Dramani Mahama', 'Cameroon', 'Kisii', '""Uganda People\\\'s Defence Force""', 'Royal Administration (Saudi Arabia)', 'Robert Hughes', 'Citizen (Kenya)', 'William Ruto', 'Party Member (Japan)']"
319,Afghanistan,Host a visit,Bismillah Khan Mohammadi,2014-07-07,"['Daniela Bobeva', 'Royal Administration (Saudi Arabia)', 'Environment Department/Ministry (Jordan)', 'Afghanistan', 'Lulzim Basha', 'Labor and Employment Ministry (Bangladesh)', 'Kayode Fayemi', 'Fumio Kishida', 'Citizen (Venezuela)', 'New Zealand']"
320,Member of the Judiciary (United Arab Emirates),Ease administrative sanctions,Criminal (United Arab Emirates),2014-06-23,"['Kevin Rudd', 'Legislature (Czech Republic)', 'Agence France-Presse', 'Member of the Judiciary (United Arab Emirates)', 'Ram Gopal Yadav', 'Guerrilla (Revolutionary Armed Forces of Colombia)', 'Citizen (International)', 'Representatives (International)', 'Governor General (Canada)', 'John Momis']"
321,Mohammad Javad Zarif,Consult,Catherine Ashton,2014-11-30,"['Catherine Ashton', 'Court Judge (Nigeria)', 'Abdul Aziz', 'Head of Government (Qatar)', 'Criminal (Tanzania)', 'Information Ministry (India)', 'Mohammad Javad Zarif', 'Israeli Defense Forces', 'Toomas Hendrik Ilves', 'Romania']"
322,Citizen (South Korea),Make an appeal or request,Police (South Korea),2014-06-25,"['Police (South Korea)', 'Lawyer/Attorney (United States)', 'Ma Ying Jeou', 'Nabih Berri', 'Police (Egypt)', 'Citizen (Belgium)', 'Citizen (Bangladesh)', 'Citizen (South Korea)', 'European Parliament', 'Gurbanguly Berdymukhammedov']"
323,Armed Band (Afghanistan),"Abduct, hijack, or take hostage",Professor (Afghanistan),2014-06-13,"['Pakistan Tehreek-e-Insaf', 'Central Military Commission', 'Victoria Nuland', 'Khadija Ismayilova', 'Terrorist Leader (Syria)', 'Drug Gang (Uganda)', 'Irakli Alasania', 'Armed Band (Afghanistan)', 'Nigerian Bar Association', 'Middle East']"
324,Philippines,"Arrest, detain, or charge with legal action",Criminal (Philippines),2014-08-26,"['Criminal (Philippines)', 'Alexander Lukashevich', 'Angola', 'Vietnam', 'Marziyeh Afkham', 'Jeff Seeney', 'Men (Tajikistan)', 'Philippines', 'Oommen Chandy', 'Ma Ying Jeou']"
325,Citizen (Yemen),Assassinate,Military Personnel (Yemen),2014-06-12,"['Military Personnel (Yemen)', 'Abdelilah Benkirane', 'Businessperson (Italy)', 'Population (Kenya)', 'Pope Francis', 'Media Personnel (Maldives)', 'Citizen (Cape Verde)', 'Protester (Thailand)', 'Citizen (Yemen)', 'Foreign Affairs (Senegal)']"
326,Toomas Hendrik Ilves,Consult,Representatives (Estonia),2014-12-04,"['Police (Syria)', 'Armed Gang (Russia)', 'Eugene Wamalwa', 'Business (Canada)', 'Eritrea', 'Media (India)', 'Businessperson (Italy)', 'Toomas Hendrik Ilves', 'Women (Denmark)', 'Michel Sapin']"
327,John Kerry,Make pessimistic comment,Combatant (Australia),2014-08-12,"['Military Personnel (Canada)', 'Combatant (Australia)', 'Afghanistan', 'Military Personnel (Uganda)', 'Business (Russia)', 'John Kerry', 'Joachim Gauck', 'Indigenous People (Tanzania)', 'Ministry (Liberia)', 'Combatant (Syrian Kurds)']"
328,Police (Australia),Use conventional military force,Citizen (Australia),2014-08-14,"['Secret Agent (Philippines)', 'Sergey Viktorovich Lavrov', 'Legislature (Czech Republic)', 'Legislature (Argentina)', 'Member of Parliament (Germany)', 'Police (Australia)', 'Jeff Seeney', '""Awami (People\\\'s) League""', 'Police (Philippines)', 'Legislature (Iraq)']"
329,Philippines,"Arrest, detain, or charge with legal action",Criminal (Philippines),2014-12-17,"['Criminal (Philippines)', 'Alexander Lukashevich', 'Angola', 'Vietnam', 'Marziyeh Afkham', 'Jeff Seeney', 'Men (Tajikistan)', 'Philippines', 'Oommen Chandy', 'Ma Ying Jeou']"
330,Court Judge (India),Reject,Citizen (India),2014-03-14,"['Citizen (India)', 'Medical Personnel (Jordan)', 'Michael Sata', 'Court Judge (India)', 'Head of Government (Kosovo)', 'Iran', 'Combatant (Islamic State of Iraq and the Levant)', 'Special Rapporteurs of the United Nations', 'Gideon Gono', 'Amnesty International']"
331,Japan,Engage in negotiation,North Korea,2014-05-21,"['North Korea', 'Terrorist (Syria)', 'Philip Hammond', 'Agence France-Presse', 'Treasury/Finance Ministry (Bangladesh)', 'South Africa', 'Lawmaker (Indonesia)', 'Sudan', 'Japan', 'New Zealand']"
332,Iran,Consult,France,2014-09-25,"['France', 'Combatant (Iraqi Kurds)', 'Togo', 'Labor Party (United Kingdom)', 'Detainee (Lebanon)', 'Kim Jong-Un', 'Citizen (Brazil)', 'Ministry (Tunisia)', 'Iran', 'Police (Belgium)']"
333,China,Consult,South Korea,2014-04-28,"['South Korea', 'Viktor Orban', 'Police (South Africa)', 'Greenpeace', 'City Mayor (Chile)', 'China', 'Citizen (Kenya)', 'International Court of Justice', 'Interfax', 'Citizen (Bangladesh)']"
334,Sergey Viktorovich Lavrov,Consult,John Kerry,2014-10-25,"['John Kerry', 'Akja Nuberdiyeva', 'Legislature (Czech Republic)', 'Muhammadu Buhari', 'Criminal (Italy)', 'Lawyer/Attorney (Argentina)', 'South Korea', 'Head of Government (Nigeria)', 'Kyoto University', 'Sergey Viktorovich Lavrov']"
335,Police (Australia),Use conventional military force,Citizen (Australia),2014-06-25,"['Secret Agent (Philippines)', 'Sergey Viktorovich Lavrov', 'Legislature (Czech Republic)', 'Legislature (Argentina)', 'Member of Parliament (Germany)', 'Police (Australia)', 'Jeff Seeney', '""Awami (People\\\'s) League""', 'Police (Philippines)', 'Legislature (Iraq)']"
336,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-09-06,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
337,William Ruto,Make an appeal or request,Citizen (Kenya),2014-02-11,"['Citizen (Kenya)', 'Khalid bin Ali Al Khalifa', 'Abdullah Gül', 'Oommen Chandy', 'Josh Earnest', 'William Ruto', 'Bradesco', 'Media Personnel (Maldives)', 'Member of Parliament (India)', 'Abhisit Vejjajiva']"
338,Police (Philippines),Make statement,Criminal (Philippines),2014-05-06,"['Communist Party of India', 'Abdirahman Ducaale Bayle', 'Criminal (Philippines)', 'Other Authorities / Officials (Libya)', 'Police (Philippines)', 'Foreign Affairs (Liberia)', 'Ukrinform', 'Legislature (Argentina)', 'Muhammadu Buhari', 'Toomas Hendrik Ilves']"
339,Police (Australia),Use conventional military force,Citizen (Australia),2014-03-10,"['Secret Agent (Philippines)', 'Sergey Viktorovich Lavrov', 'Legislature (Czech Republic)', 'Legislature (Argentina)', 'Member of Parliament (Germany)', 'Police (Australia)', 'Jeff Seeney', '""Awami (People\\\'s) League""', 'Police (Philippines)', 'Legislature (Iraq)']"
340,South Africa,"Arrest, detain, or charge with legal action",Men (South Africa),2014-06-10,"['Member of Parliament (South Africa)', 'Religion (India)', 'Philip Boedoro', 'Police (Sudan)', 'South Africa', 'Activist (Syria)', 'Catherine Ashton', 'National Iranian Tanker Company', 'Hemant Soren', 'Men (New Zealand)']"
341,Police (Indonesia),Use conventional military force,Citizen (Indonesia),2014-08-27,"['Royal Administration (Spain)', 'Serbia', 'City Mayor (Ukraine)', 'Defense / Security Ministry (Italy)', 'Police (Indonesia)', 'Rauf Aregbesola', 'Military (Myanmar)', 'Niger', 'Indigenous People (Tanzania)', 'Tarun Gogoi']"
342,Valdis Dombrovskis,Make statement,Government (Latvia),2014-01-18,"['Information / Communication / Transparency Ministry (Jordan)', 'Citizen (Chechnya)', 'Legislature (Argentina)', 'Royal Administration (Spain)', 'Business (Bulgaria)', 'Hamdeen Sabahi', 'Valdis Dombrovskis', 'Government Official (United States)', 'Men (South Africa)', 'Robert Menendez']"
343,Joseph Robinette Biden,Discuss by telephone,Nuri al-Maliki,2014-06-12,"['Nuri al-Maliki', '""Uganda People\\\'s Defence Force""', 'Military Personnel - Special (Algeria)', 'Citizen (Zambia)', 'Joseph Robinette Biden', 'Agence France-Presse', 'Abdelilah Benkirane', 'Antonis Samaras', 'Head of Government (Poland)', 'Military (North Korea)']"
344,Sergey Viktorovich Lavrov,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-03-30,"['Cabinet / Council of Ministers / Advisors (United States)', 'Indigenous People (Greece)', 'Member of Parliament (South Africa)', 'Employee (Kenya)', 'Cynthia Ligeard', 'Mikhail Margelov', 'Cristina Fernández de Kirchner', 'Legislature (Italy)', 'Citizen (South Korea)', 'Sergey Viktorovich Lavrov']"
345,China,Express intent to engage in diplomatic cooperation (such as policy support),Other Authorities / Officials (China),2014-06-28,"['Government (Sudan)', 'Military Academy (North Korea)', 'Citizen (Turkey)', 'Jean Qahwaji', 'Government (United States)', 'China', 'Citizen (Mali)', 'Head of Government (Mongolia)', 'President of the Senate (Thailand)', 'Bhupinder Singh Hooda']"
346,Protester (Egypt),"Protest violently, riot",Police (Egypt),2014-08-12,"['Police (Burundi)', 'Abdel Fattah Al-Sisi', 'Sudan', 'Greenpeace', 'Protester (Egypt)', 'Nicos Anastasiades', 'Ministry (Egypt)', 'Cabinet / Council of Ministers / Advisors (Somalia)', 'Lawmaker (Indonesia)', 'Independent Corrupt Practices Commission']"
347,Thief (India),Physically assault,Citizen (India),2014-01-30,"['Citizen (India)', 'Villager (India)', 'Rioter (Myanmar)', 'Thief (India)', 'Cambodia', 'Media Personnel (Australia)', 'Head of Government (China)', 'Emrullah Isler', 'Party Member (Taiwan)', 'Armed Gang (Djibouti)']"
