,e1,relation,e2,date,predictions
6887,Cabinet / Council of Ministers / Advisors (Somalia),Make statement,Al-Shabaab,2014-09-14,"['Oommen Chandy', 'Ryoo Kihl-jae', 'Lawyer/Attorney (South Korea)', 'Villager (India)', 'Conservative Party (United Kingdom)', 'Shura Council', 'Jack Dempsey', 'Defense / Security Ministry (Italy)', 'Education (Costa Rica)', 'Military (Argentina)']"
6888,Member of the Judiciary (South Africa),Reject,South Africa,2014-06-27,"['Khalid bin Ali Al Khalifa', 'Gabriel Torwua Suswam', 'South Africa', 'Jeff Seeney', 'Government (United States)', 'Citizen (Venezuela)', 'Legislature (South Africa)', 'Police (Israel)', 'Indigenous People (Nigeria)', 'Cabinet / Council of Ministers / Advisors (Senegal)']"
6889,Police (New Zealand),Investigate,Children (New Zealand),2014-06-10,"['Thailand', 'National Coalition for Syrian Revolutionary and Opposition Forces', 'Citizen (Georgia)', 'Angola', 'Combatant (Syrian Kurds)', 'Customs Official (Singapore)', 'Sheikh Hamad bin Isa al Khalifah', 'Tarun Gogoi', 'Christian Democratic Union', 'Military Personnel - Special (Nigeria)']"
6890,Head of Government (China),Express intent to meet or negotiate,African Union,2014-05-07,"['Men (Pakistan)', 'Local Media (Ukraine)', 'Shahin Mustafayev', 'Inter-Services Intelligence', 'Business (Uruguay)', 'Amason Kingi', 'Ukrinform', 'Citizen (United Kingdom)', 'Kyoto University', 'France']"
6891,William Ruto,Express intent to meet or negotiate,The Hague,2014-10-08,"['Lawyer/Attorney (Argentina)', 'Liyel Imoke', 'Ministry (France)', 'Akja Nuberdiyeva', 'Military Personnel (Kenya)', 'Mikhail Margelov', 'City Mayor (Ukraine)', 'Royal Administration (Spain)', 'Independent Corrupt Practices Commission', 'Nabih Berri']"
6892,City Mayor (Philippines),Make an appeal or request,Philippines,2014-01-20,"['Member of Parliament (Germany)', 'Philippines', 'AIDESEP', 'Inter-Services Intelligence', 'Indigenous People (Malawi)', 'Qatar', 'Citizen (Brazil)', 'Abdullah Gül', 'Abdul Aziz', 'Taavi Rõivas']"
6893,Afghanistan,Make statement,Iran,2014-02-19,"['Iran', 'Head of Government (South Korea)', 'Government Official (Japan)', 'Court Judge (Kenya)', 'Citizen (South Korea)', 'Media (Saudi Arabia)', 'Nasser Judeh', 'Paul Kagame', 'Ashraf Ghani Ahmadzai', 'Head of Government (China)']"
6894,Wilson Uwujaren,Make statement,Military Personnel (Nigeria),2014-06-19,"['Military Academy (North Korea)', 'Djibouti', 'Mevlut Cavusoglu', 'Population (Angola)', 'Benjamin Netanyahu', 'Police (Libya)', 'Combatant (Islamic State of Iraq and the Levant)', 'International Monetary Fund', 'China', 'Tamar Beruchashvili']"
6895,Malaysia,"Arrest, detain, or charge with legal action",Men (Malaysia),2014-01-01,"['Malaysia', 'Police (Malaysia)', 'Customs Official (Singapore)', 'Secretariat (Yemen)', 'Luis Beder Herrera', 'Indigenous People (India)', 'High Commission for Refugees', 'Newspaper (Malaysia)', 'Ijaw Youth Council', 'Kapil Sibal']"
6896,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-10-08,"['Police (Australia)', 'Citizen (Australia)', 'China', 'Police (Philippines)', 'Malaysia', 'Military (Lebanon)', 'New Zealand', 'Thailand', 'South Africa', 'Philippines']"
6897,Anupong Paochinda,Make an appeal or request,Media (Benin),2014-11-17,"['Military of Hungary', 'Oluṣẹgun Ọbasanjọ', 'Member of Parliament (Russia)', 'Mexico', 'Armed Rebel (Turkish Kurds)', 'Massoud Barzani', 'Legislature (Libya)', 'Armenia', 'Attacker (Jordan)', 'Legislature (Italy)']"
6898,Citizen (Australia),Make an appeal or request,Government (Nigeria),2014-05-09,"['Government (Nigeria)', 'Vojislav Šešelj', 'Member of Parliament (Sri Lanka)', 'Presidential Press Service (Nigeria)', 'Ministry (Tunisia)', 'Interfax', 'Mikhail Margelov', 'Head of Government (Ukraine)', 'Kyoto University', 'Public Prosecutor (Greece)']"
6899,John Kerry,Engage in negotiation,Iran,2014-02-09,"['Iran', 'Businessperson (Belarus)', 'Special Rapporteurs of the United Nations', 'Gjorge Ivanov', 'Media (Africa)', 'Independent Democratic Action', 'Police (Bulgaria)', 'Other Authorities / Officials (Turkey)', 'Military Personnel (Afghanistan)', 'Newspaper (Japan)']"
6900,Court Judge (Nigeria),Make statement,Member of the Judiciary (Nigeria),2014-11-20,"['Ministry (Venezuela)', 'Citizen (Cape Verde)', 'Population (Angola)', 'Citizen (Venezuela)', 'Police (Burundi)', 'Miguel Ángel Osorio Chong', 'Religion (India)', 'Kashmiri Separatist', 'Military Academy (North Korea)', 'Foreign Affairs (Namibia)']"
6901,Police (Kenya),Investigate,Men (Kenya),2014-01-24,"['Greenpeace', 'Ministry (Czech Republic)', 'Interfax', 'Prayuth Chan-ocha', 'Men (Kenya)', 'Head of Government (Qatar)', 'Criminal (Tanzania)', 'Citizen (Brazil)', 'Gerhard Schröder', 'Military Personnel (Kenya)']"
6902,Canada,Consult,France,2014-03-25,"['France', 'Combatant (Iraqi Kurds)', 'Togo', 'Labor Party (United Kingdom)', 'Detainee (Lebanon)', 'Kim Jong-Un', 'Citizen (Brazil)', 'Ministry (Tunisia)', 'Police (Belgium)', 'City Mayor (Costa Rica)']"
6903,North Korea,Criticize or denounce,Japan,2014-11-28,"['Japan', 'Abdul Aziz', 'Prem Tinsulanonda', 'Royal Thai Police', 'Serbia', 'North Korea', 'Military Academy (North Korea)', 'Government Official (Japan)', 'Vietnam', 'Arseniy Yatsenyuk']"
6904,Al Sharq al Awsat,Consult,Member of Parliament (Iraq),2014-01-25,"['Media Personnel (United States)', 'Congo', 'Military Personnel (Paraguay)', 'Government (Sweden)', 'Inter-Services Intelligence', 'Student (Venezuela)', 'Member of Parliament (Iraq)', 'Shura Council', 'The Standard', 'Legislature (Serbia)']"
6905,Head of Government (Egypt),Make statement,Adli Mansour,2014-02-03,"['Constitutional Court (Albania)', 'Lawmaker (Indonesia)', 'Mouloud Hamrouche', 'Jackson Mandago', 'Cleric (Iraq)', 'Citizen (Brazil)', 'Media (Qatar)', 'Djibouti', 'Pilgrim (India)', 'Treasury/Finance Ministry (Bangladesh)']"
6906,Attacker (Venezuela),fight with small arms and light weapons,Citizen (Venezuela),2014-05-12,"['Tanzania', 'Member of the Judiciary (Bangladesh)', 'Interfax', 'Justice Department/Ministery (Libya)', 'Vietnam', 'Head of Government (Ethiopia)', 'Citizen (Uganda)', 'Yemi Osinbajo', '""Citizen (Cote d\'Ivoire)""', 'Cabinet / Council of Ministers / Advisors (United States)']"
6907,M.K. Narayanan,Consult,Ashok Kumar,2014-01-07,"['Poland', 'Democratic Party (Nigeria)', 'Men (United Kingdom)', 'Dmitry Anatolyevich Medvedev', 'Other Authorities / Officials (Zimbabwe)', 'Nuri al-Maliki', 'Massoud Barzani', 'Religion (India)', 'Insurgent (Afghanistan)', 'Defense / Security Ministry (Angola)']"
6908,Citizen (South Korea),Demonstrate or rally,Chongwadai,2014-05-09,"['Barnaba Marial Benjamin', 'Police (Israel)', 'Tim Cook', 'Milos Zeman', 'Head of Government (Egypt)', 'Population (Angola)', 'Elizabeth II', 'Men (India)', 'Defense / Security Ministry (Italy)', 'Trade Official (Iran)']"
6909,John Kerry,Make an appeal or request,Head of Government (Democratic Republic of Congo),2014-05-05,"['Gambia', 'Military (Turkey)', 'Defense / Security Ministry (Russia)', 'Businessperson (Australia)', 'Police (Dominica)', 'Abdul Aziz', 'Businessperson (Italy)', 'Military Personnel (Bahrain)', 'Other Authorities / Officials (Romania)', 'Head of Government (Bahrain)']"
6910,Imtiaz Sooliman,Make statement,Pierre Korkie,2014-06-11,"['Mary Robinson', 'Police (United States)', 'Imtiaz Sooliman', 'Azubuike Ihejirika', 'Opposition Supporter (Pakistan)', 'Fumio Kishida', 'Thaksin Shinawatra', 'Kyoto University', 'African Union', 'Head of Government (Brazil)']"
6911,Military Personnel - Special (Thailand),"Arrest, detain, or charge with legal action",Citizen (Thailand),2014-06-04,"['Combatant (Islamic State of Iraq and the Levant)', 'Citizen (Thailand)', 'Gideon Gono', 'Ireland', 'Muhammadu Buhari', 'Population (Angola)', 'Ricardo Gonzalez', 'Oleh Lyashko', 'Environment Department/Ministry (United States)', 'Ng Eng Hen']"
6912,Julius Malema,Accuse,South Africa,2014-06-19,"['People Associated with the Opposition (Bahrain)', 'Mbhazima Samuel Shilowa', 'Jack Dempsey', 'Protester (Paraguay)', 'Amit Shah', 'Indigenous People (Thailand)', 'Party Member (Afghanistan)', 'New Zealand', 'Hamas', 'International Monetary Fund']"
6913,Mohamed Ould Abdel Aziz,Criticize or denounce,Amadou Toumani Touré,2014-01-13,"['Japan Self-Defense Forces', 'Terrorist (Syria)', 'Armed Opposition (Lebanon)', 'Indigenous People (North Korea)', 'Student (Iraq)', 'Gurbanguly Berdymukhammedov', 'Murderer (Nigeria)', 'Envoy (United Kingdom)', 'Citizen (United Kingdom)', 'Sule Lamido']"
6914,Barnaba Marial Benjamin,Consult,Amina Mohamed,2014-01-09,"['Amina Mohamed', 'Presidential Candidate (Argentina)', 'Colombia', 'Environment Department/Ministry (United States)', 'Kisii', 'Police (Kenya)', 'Kuwait', 'Employee (Philippines)', 'Minister Patnaik', 'Foreign Affairs (Italy)']"
6915,Militant (Turkey),"Arrest, detain, or charge with legal action",Citizen (Turkey),2014-06-12,"['Citizen (Turkey)', 'Congo', 'Police (Belgium)', 'Mikhail Margelov', 'Government (Nigeria)', 'Mouloud Hamrouche', 'Farm Worker (Nigeria)', 'Ishaq Dar', 'Ministry (France)', 'Shahin Mustafayev']"
6916,Citizen (Thailand),"Defy norms, law",Thailand,2014-01-23,"['France', 'National Security and Intelligence Services', 'Ministry (Liberia)', 'City Mayor (Argentina)', 'People Associated with the Opposition (Bahrain)', 'Royal Thai Police', 'Amnesty International', 'Kim Jong-Un', 'Congress of South African Trade Unions', 'Iraq']"
6917,Barack Obama,Make a visit,Japan,2014-05-02,"['Japan', 'Barack Obama', 'Fumio Kishida', 'Mohamed Ould Abdel Aziz', 'Police (Burundi)', 'Citizen (India)', 'Governor (India)', 'Main Opposition (Turkey)', 'South Korea', 'Iran']"
6918,South Korea,Express intent to meet or negotiate,China,2014-02-10,"['China', 'Colombia', 'Togo', 'Kuwait', 'Bank (Albania)', 'Dinka', 'Head of Government (Poland)', 'The Standard', 'Thailand', 'People Associated with the Opposition (Mauritania)']"
6919,Government Official (Greece),Make statement,Antonis Samaras,2014-06-03,"['Antonis Samaras', 'International Government Organizations', 'Newspaper (Japan)', 'Alfred Mutua', 'Ministry (Afghanistan)', '""Awami (People\'s) League""', 'Armed Rebel (Syria)', 'France', 'Defense / Security Ministry (Ukraine)', 'Media Personnel (Poland)']"
6920,Mohammad Javad Zarif,Engage in negotiation,John Kerry,2014-07-15,"['John Kerry', 'Military Personnel (Afghanistan)', 'National Council for Peace and Order of Thailand', 'Lawyer/Attorney (Argentina)', 'Representatives (Slovakia)', 'Ministry (Afghanistan)', 'Ministry (France)', 'Government Official (Japan)', '""Uganda People\'s Defence Force""', 'Ryoo Kihl-jae']"
6921,Member of Parliament (Iran),Make statement,Iran,2014-11-02,"['Iran', 'Head of Government (South Korea)', 'Government Official (Japan)', 'Court Judge (Kenya)', 'Citizen (South Korea)', 'Media (Saudi Arabia)', 'Nasser Judeh', 'Paul Kagame', 'Ashraf Ghani Ahmadzai', 'Head of Government (China)']"
6922,Umar al Bashir,Make statement,Head of Government (Egypt),2014-06-28,"['Togo', 'Chuck Hagel', 'Tsai Ing-wen', 'Media (India)', 'People Associated with the Opposition (Bahrain)', 'Gurbanguly Berdymukhammedov', 'Head of Government (Pakistan)', 'Military Academy (North Korea)', 'China', 'Slovenia']"
6923,International Monetary Fund,Express intent to meet or negotiate,Serbia,2014-10-27,"['Somsavat Lengsava', 'Militant (Boko Haram)', 'Congo', 'Other Authorities / Officials (Romania)', 'Citizen (Uganda)', 'Military (Argentina)', 'Other Authorities / Officials (Russia)', 'Member of Parliament (Australia)', 'Head of Government (Egypt)', 'Majid Takht Ravanchi']"
6924,North Korea,Criticize or denounce,South Korea,2014-11-28,"['South Korea', '""Citizen (Cote d\'Ivoire)""', 'Macky Sall', 'European Central Bank', 'Morocco', 'Pakistan Tehreek-e-Insaf', 'Business (Russia)', 'Prayuth Chan-ocha', 'National Anti-Corruption Commission (Thailand)', 'North Korea']"
6925,UN Security Council,Express intent to meet or negotiate,Iran,2014-01-28,"['Government (Pakistan)', 'Member of the Judiciary (Nigeria)', '""Citizen (Cote d\'Ivoire)""', 'Health Ministry (Syria)', 'Military (Mozambique)', 'Defense / Security Ministry (Nigeria)', 'Media (Africa)', 'Iran', 'Labor Union (India)', 'Murtala Nyako']"
6926,National Security and Intelligence Services,Expel or deport individuals,Student (Sudan),2014-10-14,"['Nicos Anastasiades', 'Envoy (United Kingdom)', 'Cristina Fernández de Kirchner', 'Trade Union Congress', 'Newspaper (Japan)', 'Citizen (Thailand)', 'Insurgent (Afghanistan)', 'Liyel Imoke', 'Dmitry Anatolyevich Medvedev', 'Citizen (Mali)']"
6927,Other Authorities / Officials (Egypt),"Arrest, detain, or charge with legal action",Al Jazeera,2014-04-09,"['Al Jazeera', 'Takeshi Onaga', 'Canada', 'Hassan Joho', 'Massoud Barzani', 'Miguel Ángel Osorio Chong', 'People Associated with the Opposition (Benin)', 'Business (Bulgaria)', 'Bhutan', 'Military Personnel (Mali)']"
6928,John Kerry,Make statement,Iraq,2014-09-08,"['Colombia', 'Aam Aadmi Party', 'Victor Ponta', 'Iraq', 'Protester (Thailand)', 'Djibouti', 'Macky Sall', 'Mamnoon Hussain', 'Liyel Imoke', 'Militant (Turkey)']"
6929,Militant (Iraq),Occupy territory,Iraq,2014-08-23,"['Ministry (South Africa)', 'Iraq', 'Interfax', 'Gambia', 'Progressive Party (Nigeria)', 'Ministry (Liberia)', 'Defense / Security Ministry (Nigeria)', 'Army Personnel (Egypt)', 'United Russia', 'Malaysia']"
6930,Julie Bishop,Make a visit,Myanmar,2014-07-02,"['Kuwait', 'Myanmar', 'South Sudan', 'Treasury/Finance Ministry (Bangladesh)', 'Qatar', 'Combatant (Iraqi Kurds)', 'Kyoto University', 'Afghanistan', 'Malaysia', 'Constitutional Court (Romania)']"
6931,Police (Tanzania),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-04-23,"['Citizen (Kenya)', 'City Mayor (South Africa)', 'William ole Ntimama', 'Foreign Affairs (Hungary)', 'Macky Sall', 'France', 'Government (Nigeria)', 'Defense / Security Ministry (Angola)', 'Government (South Africa)', 'Environment Department/Ministry (Ukraine)']"
6932,Sergey Viktorovich Lavrov,Consult,John Kerry,2014-02-22,"['John Kerry', 'Akja Nuberdiyeva', 'Legislature (Czech Republic)', 'Muhammadu Buhari', 'Criminal (Italy)', 'Lawyer/Attorney (Argentina)', 'South Korea', 'Head of Government (Nigeria)', 'Kyoto University', 'Sergey Viktorovich Lavrov']"
6933,African Union,Make an appeal or request,South Africa,2014-01-31,"['South Africa', 'China', 'Kuwait', 'Police (Burundi)', 'Veterans (Philippines)', 'Xi Jinping', 'Head of Government (Afghanistan)', 'Police (Belgium)', 'Men (United States)', 'Defense / Security Ministry (Nigeria)']"
6934,Militant (Nigeria),Use unconventional violence,Citizen (Nigeria),2014-11-14,"['Citizen (Nigeria)', 'Political Parties (Haiti)', 'Government (Pakistan)', 'Arseniy Yatsenyuk', 'Citizen (South Korea)', 'Herve Ladsous', 'Militant (Nigeria)', 'Men (Tajikistan)', 'Ministry (Tunisia)', 'Mohammad Javad Zarif']"
6935,Governor (Thailand),Demand,Citizen (Thailand),2014-05-04,"['Citizen (Thailand)', 'Citizen (Kenya)', 'Gideon Gono', 'Citizen (Australia)', 'Terrorist (Algeria)', 'Ryoo Kihl-jae', 'Military Personnel (United States)', 'Farm Worker (Thailand)', 'European Central Bank', 'Citizen (Bangladesh)']"
6936,Head of Government (Qatar),Praise or endorse,Hamas,2014-05-07,"['Hamas', 'Svoboda', 'Israeli Defense Forces', 'Cristina Fernández de Kirchner', 'Government (Argentina)', 'Main Opposition (Turkey)', 'William Ruto', 'Ivan Gasparovic', 'Military Personnel (Paraguay)', 'Government (France)']"
6937,Angela Merkel,Engage in negotiation,Barack Obama,2014-06-23,"['Barack Obama', 'Citizen (Yemen)', 'Business (Poland)', 'Ministry (Liberia)', 'Ivan Gasparovic', 'Morgan Tsvangirai', 'Head of Government (Mexico)', 'Medical Personnel (India)', 'Member of Parliament (Germany)', 'Royal Thai Police']"
6938,Armed Rebel (Yemen),Express intent to cooperate,Armed Gang (Hashid Tribe),2014-01-08,"['Myanmar', 'Sikh (India)', 'Kenneth Roth', 'Morgan Tsvangirai', 'South Africa', 'Military (Lebanon)', 'Foreign Affairs (South Korea)', 'Angela Merkel', 'Azubuike Ihejirika', 'Nabih Berri']"
6939,Citizen (Sudan),Make optimistic comment,Citizen (Unidentified State Actor),2014-06-28,"['Ma Ying Jeou', 'Chief Court Judge (Angola)', 'People Associated with the Opposition (Sri Lanka)', 'Legislature (Czech Republic)', 'Shahin Mustafayev', 'Abdelilah Benkirane', 'Ireland', 'Civic Group (India)', 'Head of Government (Mongolia)', 'Citizen (South Korea)']"
6940,Paraguay,"Arrest, detain, or charge with legal action",Medical Personnel (Brazil),2014-08-19,"['Member of the Judiciary (United Kingdom)', 'Government (Nepal)', 'Dmitry Anatolyevich Medvedev', 'Paraguay', 'Detainee (Lebanon)', 'Konstantin Dolgov', 'Ministry (Venezuela)', 'Criminal (Somalia)', 'Head of Government (Egypt)', 'Head of Government (Brazil)']"
6941,UN Security Council,Praise or endorse,Afghanistan,2014-04-06,"['Afghanistan', 'Military (Jordan)', 'Inter-Services Intelligence', 'Citizen (Indonesia)', 'Cameroon', 'Kyoto University', 'Labor Union (Nigeria)', 'Foreign Affairs (Italy)', 'Ministry (Russia)', 'Militant (Syria)']"
6942,Milos Zeman,Make a visit,Poland,2014-03-17,"['Military Personnel (Kenya)', 'Poland', 'Austria Press Agency', '""Citizen (Cote d\'Ivoire)""', 'Silvio Berlusconi', 'Abdullah Gül', 'Police (Benin)', 'Head of Government (Greece)', 'Government (Argentina)', 'Ministry (Egypt)']"
6943,Police (Philippines),Investigate,Philippines,2014-12-07,"['Philippines', 'Intelligence (United States)', 'Andrej Kiska', 'Bank (Venezuela)', 'Election Commission (India)', 'Religion (India)', 'Macky Sall', 'Dino Melaye', 'Interfax', 'Doctors Without Borders']"
6944,UN Security Council,Rally support on behalf of,Iraq,2014-08-06,"['Iraq', 'Shahin Mustafayev', 'Foreign Affairs (Russia)', 'Ministry (Russia)', 'Citizen (Malaysia)', 'Military (Turkey)', 'Jose Mario Vaz', 'Militant (Syria)', 'Isaias Afewerki', 'Guatemala']"
6945,South Korea,Express intent to meet or negotiate,Japan,2014-12-29,"['Armed Rebel (Syria)', 'Japan', 'Special Rapporteurs of the United Nations', 'Military (Lebanon)', 'Congress (United States)', 'Liyel Imoke', 'Frank Mba', 'Abdul Aziz', 'Head of Government (Brazil)', 'Scientist (China)']"
6946,Liwaa Semeism,Consult,Olga Kefalogianni,2014-05-05,"['Alexander Lukashevich', 'Employee (Jordan)', 'Citizen (Malaysia)', 'Government (Belarus)', 'Justicialist Party', 'Labor Union (Croatia)', 'Shiv Sena', 'Media (Kenya)', 'Media Personnel (Namibia)', 'Anandiben Patel']"
6947,Police (Macedonia),"Arrest, detain, or charge with legal action",Defense / Security Ministry (Macedonia),2014-10-21,"['Political Parties (Haiti)', 'Armed Rebel (Ukraine)', 'Military Personnel - Special (India)', 'Holy See', 'Fessehaye Yohannes', 'Staffan de Mistura', 'Men (Pakistan)', 'Carrie Lam', 'Employee (Canada)', 'Benjamin Netanyahu']"
6948,Court Judge (Benin),Make statement,Lawyer/Attorney (Benin),2014-09-22,"['Sergey Kuzhugetovich Shoygu', 'Macky Sall', 'Company - Owner or Operator (Italy)', 'Public Prosecutor (Greece)', 'Defector (South Korea)', 'Djoomart Otorbaev', 'Laos', 'Lawyer/Attorney (Libya)', 'Ombudsman (Georgia)', 'Defense / Security Ministry (Ukraine)']"
6949,Kayode Fayemi,Make empathetic comment,Ministry (Nigeria),2014-08-12,"['Ministry (Nigeria)', 'Abdelilah Benkirane', 'Milos Zeman', 'Kazakhstan', 'Shiv Sena', 'Newspaper (Japan)', 'Benjamin Netanyahu', 'Nabih Berri', 'European Central Bank', 'Nguyen Phu Trong']"
6950,Sergey Viktorovich Lavrov,Discuss by telephone,Pavlo Klimkin,2014-08-14,"['Shura Council', 'Colombia', 'Pavlo Klimkin', 'Svoboda', 'Company - Owner or Operator (Italy)', 'Umar al Bashir', 'Ministry (Liberia)', 'Customs Official (Singapore)', 'Alfred Mutua', 'Member of the Judiciary (Brazil)']"
6951,South Korea,Host a visit,Xi Jinping,2014-07-04,"['Business (Russia)', 'City Mayor (Costa Rica)', 'Head of Government (Ukraine)', 'Xi Jinping', 'Military (Russia)', 'Moro Islamic Liberation Front', 'Tamar Beruchashvili', 'Combatant (Iraqi Kurds)', 'Federica Mogherini', 'Other Authorities / Officials (Russia)']"
6952,Juan Carlos Pinzon,Consult,Eduardo Montealegre,2014-02-05,"['Eduardo Montealegre', 'High Commission for Refugees', 'Salman Khurshid', 'Xi Jinping', 'Tahirul Qadri', 'Nathan Cirillo', 'Political Parties (Lebanon)', 'Ministry (Norfolk Island)', 'Head of Government (Germany)', 'Gary Quinlan']"
6953,Lawyer/Attorney (Turkey),Complain officially,Justice and Development Party,2014-04-18,"['Xi Jinping', 'Martin Stropnický', 'Armenia', 'Justice and Development Party', 'Citizen (Mali)', 'Association of Southeast Asian Nations', 'Abdullah Gül', 'Royal Thai Police', 'Head of Government (Egypt)', 'International Court of Justice']"
6954,Royal Administration (Saudi Arabia),Host a visit,Raheel Sharif,2014-02-05,"['City Mayor (South Africa)', 'Medical Personnel (Jordan)', 'International Monetary Fund', 'Police (Bulgaria)', 'Military Personnel (Afghanistan)', 'Treasury/Finance Ministry (Thailand)', 'Alexander Lukashevich', 'Association of Southeast Asian Nations', 'France', 'Liyel Imoke']"
6955,Professor (Taiwan),Make statement,Lin Yi-hsiung,2014-04-27,"['Chuck Hagel', 'María Ángela Holguín', 'Military Personnel (Thailand)', 'Myanmar', 'Citizen (Bulgaria)', 'Hemant Soren', 'Bismillah Khan Mohammadi', 'Foreign Affairs (Venezuela)', 'Hynek Kmoníček', 'Police (Philippines)']"
6956,Citizen (India),Make an appeal or request,Governor (India),2014-09-09,"['Representatives (Vietnam)', 'Other Authorities / Officials (Guinea)', 'Governor (India)', 'Treasury/Finance Ministry (Bangladesh)', 'Military Personnel (United States)', 'Ethiopia', 'Election Commission (India)', 'Defense / Security Ministry (Russia)', 'Congress (United States)', 'Education (Nigeria)']"
6957,Labor Union (Nigeria),Threaten,Government (Nigeria),2014-11-03,"['Government (Nigeria)', 'Treasury/Finance Ministry (Bangladesh)', 'People Associated with the Opposition (Bahrain)', 'Democratic Forces for the Liberation of Rwanda', 'Criminal (Australia)', 'UN Security Council', 'Agence France-Presse', 'Morocco', 'Military Personnel (Kenya)', 'Special Rapporteurs of the United Nations']"
6958,China,Express intent to engage in diplomatic cooperation (such as policy support),Malaysia,2014-09-01,"['Police (Belgium)', 'Armed Rebel (Ukraine)', 'People Associated with the Opposition (Bahrain)', 'Malaysia', 'Head of Government (Brazil)', 'Main Opposition (Turkey)', 'Hezbollah', 'Military (France)', 'Hamas', 'Eugene Wamalwa']"
6959,Ministry (Mainland Affairs Council),Make statement,Vincent C. Siew,2014-11-05,"['Association of Southeast Asian Nations', 'Military (North Korea)', 'Vitali Klitschko', 'Member of the Judiciary (Bangladesh)', 'High Commission for Refugees', 'Citizen (South Korea)', 'Iraq', 'Augustine Alegeh', 'News Editor (Russia)', '""Citizen (Cote d\'Ivoire)""']"
6960,Justice Department/Ministery (Czech Republic),Reject,Citizen (Czech Republic),2014-07-28,"['Ivan Gasparovic', 'North Atlantic Treaty Organization', 'János Áder', 'Military Personnel - Special (Philippines)', 'Citizen (Tanzania)', 'Oluṣẹgun Ọbasanjọ', 'Business (Netherlands)', 'Head of Government (Egypt)', 'Benjamin Netanyahu', 'Agence France-Presse']"
6961,Democratic Party (Nigeria),Make statement,Muhammadu Buhari,2014-12-04,"['Abdul Aziz', 'Israeli Defense Forces', 'Party Member (Bangladesh)', 'Detainee (Rwanda)', 'François Hollande', '""Uganda People\'s Defence Force""', 'Ram Gopal Yadav', 'Konstantin Dolgov', 'Military (Russia)', 'Barack Obama']"
6962,Iran,Express intent to meet or negotiate,UN Security Council,2014-02-12,"['Didier Burkhalter', 'Massoud Barzani', 'Interfax', '""Citizen (Cote d\'Ivoire)""', 'Legislature (Iraq)', 'UN Security Council', 'Environment Department/Ministry (Jordan)', 'Edgars Rinkevics', 'Air Force (Taiwan)', 'Afghanistan']"
6963,Head of Government (Germany),Meet at a 'third' location,Andrej Kiska,2014-06-16,"['Citizen (Turkey)', 'Main Opposition (Greece)', 'Colombia', 'Citizen (South Korea)', 'Frank Bainimarama', 'Taavi Rõivas', 'Miguel Ángel Osorio Chong', 'Scientist (Russia)', 'Party Member (Taiwan)', 'Men (Argentina)']"
6964,Human Rights Watch,Make statement,Sheikh Hasina Wajed,2014-10-13,"['Government (Palestinian Territory', 'Occupied)', 'Geo TV', 'Protester (Paraguay)', 'Taavi Rõivas', 'Government (Sweden)', 'Serbia', 'Legislature (South Africa)', 'Shimon Peres', 'Ng Eng Hen', 'Medical Personnel (Jordan)']"
6965,Defense / Security Ministry (China),Make statement,Japan,2014-06-12,"['Gjorge Ivanov', 'Japan', 'Other Authorities / Officials (Russia)', 'Kyoto University', 'Lawyer/Attorney (Argentina)', 'François Hollande', 'Cabinet / Council of Ministers / Advisors (Angola)', 'Milos Zeman', 'Canada', 'Ministry (Liberia)']"
6966,UN Security Council,Rally support on behalf of,Peacekeeping Troop (Pakistan),2014-10-11,"['UN Security Council', 'Envoy (Qatar)', 'Tony Blair', 'Gerhard Schröder', 'Children (Zimbabwe)', 'Arseniy Yatsenyuk', 'Jacob J. Lew', 'Other Authorities / Officials (Philippines)', 'Ethnic Group (Afghanistan)', 'Citizen (Malaysia)']"
6967,Head of Government (Djibouti),Consult,François Hollande,2014-11-29,"['François Hollande', 'Government (United States)', 'Treasury/Finance Ministry (Thailand)', 'Kisii', 'Education Ministry (Iran)', 'Police (Malaysia)', 'Scientist (China)', 'Bank (Tajikistan)', 'Akja Nuberdiyeva', 'Militant (Malaysia)']"
6968,Military Personnel (United States),Praise or endorse,China,2014-07-29,"['China', 'Men (United States)', 'Bhutan', 'Kim Jong-Un', 'Victor Ponta', 'Agence France-Presse', 'Head of Government (Ukraine)', 'High Commission for Refugees', 'Government (United States)', 'All India Sikh Students Federation']"
6969,Congress (United States),Provide military aid,Militant (Syria),2014-01-29,"['Al-Shabaab', 'UN Security Council', 'Omar Abdel-Rahman', 'Legislature (Czech Republic)', 'Independent High Electoral Commission', 'Peacekeeping Troop (Central African Republic)', 'Military Personnel - Special (Mexico)', 'Defense / Security Ministry (Poland)', 'Police (Egypt)', 'Military Personnel (India)']"
6970,North Korea,Appeal for easing of administrative sanctions,Japan,2014-05-30,"['National Council for Peace and Order of Thailand', 'Foreign Affairs (South Korea)', 'Fumio Kishida', 'Tuvalu', 'Armed Rebel (Ukraine)', 'Tourist (Colombia)', 'Election Commission (India)', 'Head of Government (Brazil)', 'Majid Takht Ravanchi', 'Sergey Viktorovich Lavrov']"
6971,Media Personnel (Australia),Make statement,Police (Australia),2014-09-08,"['Prayuth Chan-ocha', 'Mikhail Margelov', 'Citizen (Kenya)', 'Member of Parliament (Iraq)', 'Women (Australia)', 'Chuck Hagel', 'Police (Australia)', 'Government (Sweden)', 'Citizen (South Korea)', 'Ma Ying Jeou']"
