,e1,relation,e2,date,predictions
259,Head of Government (Nigeria),Make statement,Fula people,2014-12-04,"['Legislature (Czech Republic)', 'Djoomart Otorbaev', 'Head of Government (Nigeria)', 'Military (Brazil)', 'Canada', 'Police (Israel)', 'Shura Council', 'Armed Forces of the Republic of Armenia', 'Shiv Sena', 'Citizen (Yemen)']"
260,Head of Government (Pakistan),Consult,Royal Administration (Pakistan),2014-02-16,"['Head of Government (Egypt)', 'Head of Government (Pakistan)', 'Head of Government (Poland)', 'Nuri al-Maliki', 'Assemblies (Nigeria)', 'Police (Benin)', 'Director General (Cambodia)', 'Lawmaker (Indonesia)', 'Other Authorities / Officials (Mexico)', 'Head of Government (Mexico)']"
261,Israeli Defense Forces,Use conventional military force,"Children (Palestinian Territory, Occupied)",2014-02-27,"['Israeli Defense Forces', 'Benjamin Netanyahu', 'Lawyer/Attorney (Zambia)', 'Progressive Party (Nigeria)', '""Uganda People\\\'s Defence Force""', 'Foreign Affairs (Czech Republic)', 'Hamas', 'Mevlut Cavusoglu', 'Ireland', 'Ministry (Iran)']"
262,Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-07-27,"['John Kerry', 'Sergey Viktorovich Lavrov', 'Inter-Services Intelligence', 'Special Rapporteurs of the United Nations', 'Catherine Ashton', 'Head of Government (Ukraine)', 'Ashraf Ghani Ahmadzai', 'Fumio Kishida', 'Massoud Barzani', 'Middle East']"
263,Protester (Hong Kong),Demonstrate or rally,Police (Hong Kong),2014-10-28,"['Malawi', 'Protester (Hong Kong)', 'Miguel Ángel Osorio Chong', 'Colombia', 'African Union', 'Macky Sall', 'Congress (Argentina)', 'Foreign Affairs (Russia)', 'Women (Angola)', 'Raúl Castro']"
264,China,Express intent to meet or negotiate,South Korea,2014-11-03,"['China', 'North Korea', 'Iran', 'Xi Jinping', 'Head of Government (Qatar)', 'Citizen (South Korea)', 'Fumio Kishida', 'Cabinet / Council of Ministers / Advisors (United States)', 'John Kerry', 'Japan']"
265,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-12-22,"['Police (Australia)', 'Citizen (Australia)', 'China', 'Police (Philippines)', 'Malaysia', 'Military (Lebanon)', 'New Zealand', 'Thailand', 'South Africa', 'Philippines']"
266,Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-09-30,"['Citizen (Kenya)', 'City Mayor (South Africa)', 'Police (Kenya)', 'William ole Ntimama', 'Foreign Affairs (Hungary)', 'Macky Sall', 'France', 'Government (Nigeria)', 'Defense / Security Ministry (Angola)', 'Government (South Africa)']"
267,Citizen (Yemen),Use unconventional violence,Armed Rebel (Yemen),2014-10-27,"['Mouloud Hamrouche', 'Citizen (Yemen)', 'Businessperson (United Kingdom)', 'Media (Africa)', 'Interfax', 'Robert Hughes', 'Vera Jourova', 'Police (Peru)', 'Maldives', 'Government (Nigeria)']"
268,Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-06-19,"['Citizen (Kenya)', 'City Mayor (South Africa)', 'Police (Kenya)', 'William ole Ntimama', 'Foreign Affairs (Hungary)', 'Macky Sall', 'France', 'Government (Nigeria)', 'Defense / Security Ministry (Angola)', 'Government (South Africa)']"
269,Court Judge (India),Ease administrative sanctions,Citizen (India),2014-11-17,"['Court Judge (India)', 'Citizen (India)', 'Citizen (Turkey)', 'Ministry (Czech Republic)', 'Head of Government (Ukraine)', 'Raheel Sharif', 'Evangelos Venizelos', 'South Africa', 'Election Commission (India)', 'Royal Administration (Spain)']"
270,Cabinet / Council of Ministers / Advisors (United States),Consult,Sergey Viktorovich Lavrov,2014-06-06,"['Sergey Viktorovich Lavrov', 'Cabinet / Council of Ministers / Advisors (United States)', 'Indigenous People (Syria)', 'Medical Personnel (Jordan)', 'Citizen (United Kingdom)', 'Election Commission (India)', 'Alexander Stubb', 'Ministry (Bosnia and Herzegovina)', 'Head of Government (Qatar)', 'Party Member (Afghanistan)']"
271,Bahrain,Use tactics of violent repression,Opposition Activist (Bahrain),2014-12-04,"['Citizen (Germany)', 'Bahrain', 'National Anti-Corruption Commission (Thailand)', 'Police (Burundi)', 'Secretariat (Nigeria)', 'Veterans (United States)', 'Military Personnel (Canada)', 'Aristide Sokambi', 'John Momis', 'Member of the Judiciary (Iran)']"
272,Catherine Ashton,Consult,Mohammad Javad Zarif,2014-09-19,"['Mohammad Javad Zarif', 'National Council for Peace and Order of Thailand', 'Catherine Ashton', 'Head of Government (India)', 'Morgan Tsvangirai', 'Armenia', 'Armed Gang (Thailand)', 'Cristina Fernández de Kirchner', 'Military (Central African Republic)', 'Sudan']"
273,Government (Venezuela),Demand,Foreign Affairs (Panama),2014-03-07,"['Edgars Rinkevics', 'Government (Venezuela)', 'Nuri al-Maliki', 'Tarun Gogoi', 'Media (Swaziland)', 'Villager (India)', 'Paul Kagame', 'Philip Hammond', 'International Monetary Fund', 'Head of Government (Mongolia)']"
274,Barack Obama,Make a visit,Japan,2014-04-29,"['Japan', 'Barack Obama', 'Fumio Kishida', 'Mohamed Ould Abdel Aziz', 'Police (Burundi)', 'Citizen (India)', 'Governor (India)', 'Main Opposition (Turkey)', 'South Korea', 'Iran']"
275,Police (Costa Rica),"Arrest, detain, or charge with legal action",Criminal (Costa Rica),2014-01-17,"['Police (Costa Rica)', 'Military (El Salvador)', 'Taiwan Affairs Office', 'Governor (India)', 'Nurse (Venezuela)', 'Public Prosecutor (Bangladesh)', 'Lawmaker (United Kingdom)', 'United Russia', 'Kashim Shettima', 'Lawyer/Attorney (Argentina)']"
276,Naval (Sri Lanka),"Arrest, detain, or charge with legal action",Fishermen (Sri Lanka),2014-03-18,"['Interfax', 'Naval (Sri Lanka)', 'Isaias Afewerki', 'Takeshi Onaga', 'Ashraf Ghani Ahmadzai', 'Other Authorities / Officials (Romania)', 'Military Personnel (United States)', 'Children (Hungary)', 'Media Personnel (Maldives)', 'Military Personnel (Paraguay)']"
277,Citizen (Venezuela),Accuse,Government (Venezuela),2014-05-14,"['Prayuth Chan-ocha', 'Citizen (Venezuela)', 'Clergy (Nigeria)', 'National Unity Party (Somalia)', 'Mouloud Hamrouche', 'Majid Takht Ravanchi', 'Interfax', 'Cabinet / Council of Ministers / Advisors (United States)', 'Robert Hughes', 'Member of the Judiciary (United States)']"
278,Police (Ukraine),Use tactics of violent repression,Opposition Activist (Ukraine),2014-01-14,"['Police (Ukraine)', 'Foreign Affairs (Denmark)', 'Ma Ying Jeou', 'Senate (Argentina)', 'Hemant Soren', 'Security Service of Ukraine', 'Edgars Rinkevics', 'Tunde Bakare', 'Morocco', 'Vitaliy Yarema']"
279,Protester (Hong Kong),"Protest violently, riot",Police (Hong Kong),2014-11-19,"['Organisation of Islamic Cooperation', 'Protester (Hong Kong)', 'Murtala Nyako', 'The Standard', 'Progressive Party (Nigeria)', 'Sergey Kuzhugetovich Shoygu', 'Massoud Barzani', 'Abu Sayyaf', 'Foreign Affairs (Russia)', 'Tarun Gogoi']"
280,Citizen (Tanzania),Use unconventional violence,Farm Worker (Tanzania),2014-11-17,"['Student (Bulgaria)', 'Citizen (Tanzania)', 'Agence France-Presse', 'Other Authorities / Officials (Egypt)', 'Julie Bishop', 'Asang Laol', 'Defense / Security Ministry (Russia)', 'Military Personnel (Afghanistan)', 'Government (South Africa)', 'Member of Legislative (Govt) (Lebanon)']"
281,Israeli Defense Forces,Use conventional military force,"Children (Palestinian Territory, Occupied)",2014-09-10,"['Israeli Defense Forces', 'Benjamin Netanyahu', 'Lawyer/Attorney (Zambia)', 'Progressive Party (Nigeria)', '""Uganda People\\\'s Defence Force""', 'Foreign Affairs (Czech Republic)', 'Hamas', 'Mevlut Cavusoglu', 'Ireland', 'Ministry (Iran)']"
282,John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,2014-03-07,"['Sergey Viktorovich Lavrov', 'John Kerry', 'Congo', 'Iraq', 'Media (India)', 'Military Personnel (Paraguay)', 'Citizen (Brazil)', 'Government (Sweden)', 'Kisii', 'Gurbanguly Berdymukhammedov']"
283,Protester (Yemen),"Protest violently, riot",Police (Yemen),2014-02-21,"['Abdel Fattah Al-Sisi', 'Food and Agriculture Organization', 'Protester (Yemen)', 'European Central Bank', 'Military Personnel (Kenya)', 'Colombia', 'Ashraf Ghani Ahmadzai', 'People Associated with the Opposition (Bahrain)', 'Chuck Hagel', 'Togo']"
284,North Korea,Express intent to cooperate,South Korea,2014-10-04,"['South Korea', 'North Korea', 'Public Prosecutor (Greece)', 'Military Personnel (Canada)', 'International Monetary Fund', 'Kyoto University', 'Amnesty International', 'Member of Legislative (Govt) (Afghanistan)', 'Interfax', 'Sergey Viktorovich Lavrov']"
285,Japan,Make a visit,China,2014-04-20,"['China', 'Japan', 'South Korea', 'North Korea', 'Iran', 'Xi Jinping', 'Le Hong Anh', 'Angela Merkel', 'Afghanistan', 'Ashraf Ghani Ahmadzai']"
286,Economist (Philippines),Make statement,Government Affiliated Bank (Philippines),2014-07-17,"['Economist (Philippines)', 'Congo', 'Philippines', 'Ministry (Czech Republic)', 'Franklin Drilon', 'Party Member (Jordan)', 'Guangxi Zhuang', 'Foreign Affairs (Norway)', 'Interfax', 'Militant (Australia)']"
287,Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-06-17,"['Citizen (Nigeria)', 'Fumio Kishida', 'Government (Nigeria)', 'Afghanistan', 'Lulzim Basha', 'Nigerian Navy', 'Government (Sweden)', 'Citizen (Turkey)', 'Carrie Lam', 'Head of Government (Pakistan)']"
288,North Atlantic Treaty Organization,Make a visit,Curacao,2014-09-24,"['North Atlantic Treaty Organization', 'Citizen (Turkey)', 'Barack Obama', 'Julie Bishop', 'Petroleum of Venezuela', 'Keriako Tobiko', 'Citizen (Bulgaria)', 'Philip Hammond', 'Government (Venezuela)', 'Jakaya Mrisho Kikwete']"
289,Police (Australia),Express intent to meet or negotiate,Citizen (Australia),2014-09-30,"['Police (Australia)', 'Ishaq Dar', 'South Korea', 'China', 'Cabinet / Council of Ministers / Advisors (United States)', 'Japan', 'Julie Bishop', 'Lawyer/Attorney (Australia)', 'Campbell Newman', 'Criminal (Australia)']"
290,Citizen (Nigeria),"Return, release property",Ministry (Nigeria),2014-04-07,"['Foreign Affairs (Ukraine)', 'Citizen (Nigeria)', 'Iran', 'Newspaper (Japan)', 'People Associated with the Opposition (Ukraine)', 'Ministry (Nigeria)', 'John Odigie-Oyegun', 'Media (Africa)', 'Arab Israelis', 'Presidential Candidate (Afghanistan)']"
291,Police (Kenya),Make pessimistic comment,Citizen (Kenya),2014-10-03,"['Citizen (Kenya)', 'Criminal (Philippines)', 'Police (Kenya)', 'Oversight Court (Azerbaijan)', 'Special Rapporteurs of the United Nations', 'Lulzim Basha', 'Amit Shah', 'Peter Greste', 'Medical Personnel (Jordan)', 'Barack Obama']"
292,Citizen (United Kingdom),Use unconventional violence,Lee Rigby,2014-11-25,"['Gurbanguly Berdymukhammedov', 'Mauritius', 'Citizen (United Kingdom)', 'Abdirahman Ducaale Bayle', 'Villager (India)', 'Opposition Supporter (Pakistan)', 'Qatar', 'Labor Union (India)', 'Oman', 'Japan Self-Defense Forces']"
293,Malaysia,"Arrest, detain, or charge with legal action",Men (Malaysia),2014-10-18,"['Malaysia', 'Police (Malaysia)', 'Customs Official (Singapore)', 'Secretariat (Yemen)', 'Luis Beder Herrera', 'Indigenous People (India)', 'High Commission for Refugees', 'Newspaper (Malaysia)', 'Ijaw Youth Council', 'Kapil Sibal']"
294,China,Criticize or denounce,Japan,2014-12-23,"['Japan', 'Abdul Aziz', 'China', 'Prem Tinsulanonda', 'Royal Thai Police', 'Serbia', 'Military Academy (North Korea)', 'Government Official (Japan)', 'South Korea', 'North Korea']"
295,North Korea,"Return, release person(s)",Jeffrey Fowle,2014-09-17,"['North Korea', 'Jeff Seeney', 'Ministry (Malaysia)', 'Giorgio Napolitano', 'Angela Merkel', 'National Anti-Corruption Commission (Thailand)', 'Frank Bainimarama', 'Chuck Hagel', 'Kim Jong-Un', 'Defense / Security Ministry (Nigeria)']"
296,Citizen (Yemen),Use unconventional violence,Armed Rebel (Yemen),2014-10-22,"['Mouloud Hamrouche', 'Citizen (Yemen)', 'Businessperson (United Kingdom)', 'Media (Africa)', 'Interfax', 'Robert Hughes', 'Vera Jourova', 'Police (Peru)', 'Maldives', 'Government (Nigeria)']"
297,UN Security Council,Criticize or denounce,Armed Band (South Sudan),2014-04-21,"['UN Security Council', 'Legislature (Italy)', 'Media Personnel (Iran)', 'Serbia', 'Main Opposition (South Africa)', 'Government (United States)', 'Sikh (India)', 'Naval Base (India)', 'Ministry (Vietnam)', 'Cabinet / Council of Ministers / Advisors (Australia)']"
298,Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-04-11,"['Police (Egypt)', 'Military Personnel - Special (Mexico)', 'Military (Central African Republic)', 'Royal Administration (Spain)', 'Kyoto University', 'The Hague', 'Evangelos Venizelos', 'Ministry (Egypt)', 'Government Official (United Kingdom)', 'National Intelligence Bureau (China)']"
299,Catherine Ashton,Consult,Mohammad Javad Zarif,2014-03-09,"['Mohammad Javad Zarif', 'National Council for Peace and Order of Thailand', 'Catherine Ashton', 'Head of Government (India)', 'Morgan Tsvangirai', 'Armenia', 'Armed Gang (Thailand)', 'Cristina Fernández de Kirchner', 'Military (Central African Republic)', 'Sudan']"
300,Xi Jinping,Make statement,China,2014-05-30,"['China', 'Citizen (Unidentified State Actor)', 'Xi Jinping', 'Raúl Castro', 'South Africa', 'Ivan Gasparovic', 'Medical Personnel (Jordan)', 'Party Member (Afghanistan)', 'Citizen (Yemen)', 'Emrullah Isler']"
301,Boko Haram,Use conventional military force,Citizen (Nigeria),2014-10-14,"['Citizen (Nigeria)', 'Boko Haram', 'Labor Union (Nigeria)', 'Citizen (Botswana)', 'Lawyer/Attorney (Argentina)', 'Clergy (Nigeria)', 'Shura Council', 'Military Personnel (Afghanistan)', 'Gurbanguly Berdymukhammedov', 'Head of Government (India)']"
302,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-08-05,"['Police (Australia)', 'Citizen (Australia)', 'China', 'Police (Philippines)', 'Malaysia', 'Military (Lebanon)', 'New Zealand', 'Thailand', 'South Africa', 'Philippines']"
303,Philippines,Express intent to cooperate,Japan,2014-06-27,"['Japan', 'Philippines', 'Malaysia', 'Armed Rebel (Ukraine)', 'Governor (Democratic Republic of Congo)', 'Party Member (Afghanistan)', 'Election Commission (India)', 'Indigenous People (Malawi)', 'Congo', 'Head of Government (Brazil)']"
304,Mohammad Javad Zarif,Engage in negotiation,Catherine Ashton,2014-10-15,"['Catherine Ashton', 'Mohammad Javad Zarif', 'International Court of Justice', 'Legislature (Italy)', 'South Africa', 'Hassan Joho', 'Rights Activist (China)', 'Iran', 'Sergey Viktorovich Lavrov', 'John Kerry']"
305,Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-12-30,"['John Kerry', 'Sergey Viktorovich Lavrov', 'Inter-Services Intelligence', 'Special Rapporteurs of the United Nations', 'Catherine Ashton', 'Head of Government (Ukraine)', 'Ashraf Ghani Ahmadzai', 'Fumio Kishida', 'Massoud Barzani', 'Middle East']"
306,Police (Indonesia),"Arrest, detain, or charge with legal action",Citizen (Indonesia),2014-09-14,"['Citizen (Indonesia)', 'Police (Indonesia)', '""Ministry of Tourism (Cote d\\\'Ivoire)""', 'Kuwait', 'Malaysia', 'Police (Malaysia)', 'Member of the Judiciary (United States)', 'Aceh', 'Lawyer/Attorney (Indonesia)', 'Interfax']"
307,China,Express intent to cooperate,Japan,2014-10-10,"['Japan', 'China', 'Malaysia', 'Armed Rebel (Ukraine)', 'Governor (Democratic Republic of Congo)', 'Party Member (Afghanistan)', 'Election Commission (India)', 'Indigenous People (Malawi)', 'Congo', 'Head of Government (Brazil)']"
308,Boko Haram,Use conventional military force,Citizen (Nigeria),2014-08-25,"['Citizen (Nigeria)', 'Boko Haram', 'Labor Union (Nigeria)', 'Citizen (Botswana)', 'Lawyer/Attorney (Argentina)', 'Clergy (Nigeria)', 'Shura Council', 'Military Personnel (Afghanistan)', 'Gurbanguly Berdymukhammedov', 'Head of Government (India)']"
309,Police (Australia),Confiscate property,Citizen (Australia),2014-06-20,"['Police (Australia)', 'Inter-Services Intelligence', 'Businessperson (Czech Republic)', 'Citizen (Australia)', 'Cambodia', 'Governor (Kenya)', 'Men (United States)', 'Vojislav Šešelj', 'Israeli Defense Forces', 'Bhutan']"
310,John Kerry,Consult,Sergey Viktorovich Lavrov,2014-09-24,"['Sergey Viktorovich Lavrov', 'Indigenous People (Syria)', 'John Kerry', 'Medical Personnel (Jordan)', 'Citizen (United Kingdom)', 'Election Commission (India)', 'Alexander Stubb', 'Ministry (Bosnia and Herzegovina)', 'Head of Government (Qatar)', 'Party Member (Afghanistan)']"
311,South Korea,Appeal for release of persons or property,North Korea,2014-11-12,"['John Kerry', 'Baron Waqa', 'South Korea', 'Catherine Ashton', 'Yemi Osinbajo', 'Xi Jinping', 'People Associated with the Opposition (Sri Lanka)', 'Ministry (Venezuela)', 'Congo', 'Abdul Aziz']"
312,France,Cooperate economically,China,2014-03-26,"['China', 'Head of Government (Brazil)', 'France', 'Japan', 'Michael Sata', 'Romania', 'South Korea', 'North Korea', 'Iran', 'Barack Obama']"
313,Naval (Sri Lanka),"Arrest, detain, or charge with legal action",Fishermen (India),2014-01-03,"['Police (Benin)', 'Naval (Sri Lanka)', '""Awami (People\\\'s) League""', 'Men (United Kingdom)', 'Hezbollah', 'Businessperson (United Kingdom)', 'Border Security Force', 'Reserve Personnel (Iran)', 'Naval (Bangladesh)', 'Colombia']"
314,Joseph Katema,Make statement,Media (Zambia),2014-09-18,"['Joseph Katema', 'Malawi Electoral Commission', 'Representatives (Lithuania)', 'Irakli Alasania', 'Legislature (Greece)', 'Heng Swee Keat', 'Farm Worker (Sierra Leone)', 'Royal Administration (Spain)', 'Ronald Plasterk', 'Thailand']"
315,China,Express intent to cooperate,South Korea,2014-12-18,"['South Korea', 'China', 'Public Prosecutor (Greece)', 'Military Personnel (Canada)', 'International Monetary Fund', 'Kyoto University', 'North Korea', 'Citizen (South Korea)', 'Iraq', 'Japan']"
316,China,Criticize or denounce,Japan,2014-01-15,"['Japan', 'Abdul Aziz', 'China', 'Prem Tinsulanonda', 'Royal Thai Police', 'Serbia', 'Military Academy (North Korea)', 'Government Official (Japan)', 'South Korea', 'North Korea']"
317,John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,2014-05-09,"['Sergey Viktorovich Lavrov', 'John Kerry', 'Congo', 'Iraq', 'Media (India)', 'Military Personnel (Paraguay)', 'Citizen (Brazil)', 'Government (Sweden)', 'Kisii', 'Gurbanguly Berdymukhammedov']"
318,Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-03-18,"['John Kerry', 'Sergey Viktorovich Lavrov', 'Inter-Services Intelligence', 'Special Rapporteurs of the United Nations', 'Catherine Ashton', 'Head of Government (Ukraine)', 'Ashraf Ghani Ahmadzai', 'Fumio Kishida', 'Massoud Barzani', 'Middle East']"
319,Citizen (Yemen),Use unconventional violence,Armed Rebel (Yemen),2014-09-06,"['Mouloud Hamrouche', 'Citizen (Yemen)', 'Businessperson (United Kingdom)', 'Media (Africa)', 'Interfax', 'Robert Hughes', 'Vera Jourova', 'Police (Peru)', 'Maldives', 'Government (Nigeria)']"
320,Protester (Ukraine),"Protest violently, riot",Police (Ukraine),2014-02-01,"['Foreign Affairs (United States)', 'Protester (Ukraine)', 'Detainee (Lebanon)', 'Democratic Forces for the Liberation of Rwanda', 'Citizen (Turkey)', 'Djoomart Otorbaev', 'Legislature (Argentina)', 'Party Member (Taiwan)', 'Michael Sata', 'Tajikistan']"
321,Ashraf Ghani Ahmadzai,Engage in negotiation,Abdullah Abdullah,2014-07-15,"['Abdullah Abdullah', 'Ashraf Ghani Ahmadzai', 'Population (Angola)', 'Ministry (Afghanistan)', 'Citizen (Mali)', 'Treasury/Finance Ministry (Thailand)', 'Cabinet / Council of Ministers / Advisors (United States)', 'John Kerry', 'Election Commission (Afghanistan)', 'Head of Government (Tajikistan)']"
322,Xi Jinping,Make statement,China,2014-11-12,"['China', 'Citizen (Unidentified State Actor)', 'Xi Jinping', 'Raúl Castro', 'South Africa', 'Ivan Gasparovic', 'Medical Personnel (Jordan)', 'Party Member (Afghanistan)', 'Citizen (Yemen)', 'Emrullah Isler']"
323,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-11-10,"['Police (Australia)', 'Citizen (Australia)', 'China', 'Police (Philippines)', 'Malaysia', 'Military (Lebanon)', 'New Zealand', 'Thailand', 'South Africa', 'Philippines']"
324,South Korea,Make a visit,North Korea,2014-08-29,"['North Korea', 'South Korea', 'Criminal (Guatemala)', 'Milos Zeman', 'Interfax', 'China', 'Xi Jinping', 'Kim Jong-Un', 'John Kerry', 'Japan']"
325,North Korea,Accuse,South Korea,2014-02-10,"['Party of Regions', 'Sergey Kuzhugetovich Shoygu', 'North Korea', 'South Korea', 'National Anti-Corruption Commission (Thailand)', 'Dmitry Anatolyevich Medvedev', 'Sadayuki Sakakibara', 'Suleiman Abba', 'International Monetary Fund', 'Employee (Jordan)']"
326,South Korea,Accuse,North Korea,2014-04-07,"['Businessperson (Italy)', 'Ministry (South Korea)', 'South Korea', 'Armenia', 'Civic Group (India)', 'Royal Thai Police', 'Military (Argentina)', 'Japan', 'Joseph Sinde Warioba', 'High Ranking Military Personnel (United Kingdom)']"
327,Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014-07-04,"['Chuck Hagel', 'Citizen (Nigeria)', 'Treasury/Finance Ministry (Bangladesh)', 'Business (Russia)', 'Member of the Judiciary (Nigeria)', 'Public Prosecutor (Greece)', 'Other Authorities / Officials (Turkey)', 'Mouloud Hamrouche', 'Presidential Press Service (Nigeria)', 'Viktor Orban']"
328,Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-14,"['Ashraf Ghani Ahmadzai', 'Abdullah Abdullah', 'Bhutan', 'Alexander Stubb', 'Amnesty International', 'Uhuru Muigai Kenyatta', 'Government (South Africa)', 'Municipal Court (Czech Republic)', 'Fire Brigade (Australia)', 'Simbarashe Mumbengegwi']"
329,Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-01-10,"['Police (Australia)', 'Citizen (Australia)', 'China', 'Police (Philippines)', 'Malaysia', 'Military (Lebanon)', 'New Zealand', 'Thailand', 'South Africa', 'Philippines']"
330,Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014-11-27,"['Chuck Hagel', 'Citizen (Nigeria)', 'Treasury/Finance Ministry (Bangladesh)', 'Business (Russia)', 'Member of the Judiciary (Nigeria)', 'Public Prosecutor (Greece)', 'Other Authorities / Officials (Turkey)', 'Mouloud Hamrouche', 'Presidential Press Service (Nigeria)', 'Viktor Orban']"
331,Criminal (El Salvador),fight with small arms and light weapons,Police (El Salvador),2014-06-05,"['Education (Nigeria)', 'Criminal (El Salvador)', 'Lawyer/Attorney (Argentina)', 'Citizen (Australia)', 'Citizen (Croatia)', 'Abdullah Gül', 'Domestic Affairs (Yemen)', 'Foreign Affairs (Macedonia)', 'Media (Swaziland)', 'High Commission for Refugees']"
332,Employee (India),Threaten,Citizen (India),2014-05-14,"['Citizen (India)', 'Greenpeace', 'Employee (India)', 'Gjorge Ivanov', 'Citizen (Australia)', 'Media (India)', 'Election Commission (India)', 'Medical Personnel (India)', 'Court Judge (India)', 'Member of Parliament (India)']"
333,Police (Indonesia),Investigate,Men (Indonesia),2014-09-16,"['Police (Indonesia)', 'Defense / Security Ministry (Ukraine)', 'James Wani Igga', 'Justin Trudeau', 'Tajikistan', 'Secretariat (Nigeria)', 'Public Prosecutor (Greece)', 'Ethnic Group (Afghanistan)', 'Businessperson (Tunisia)', 'Defense / Security Ministry (Armenia)']"
334,Military Personnel - Special (Afghanistan),Use conventional military force,Militant (Taliban),2014-01-22,"['Military (Russia)', 'Combatant (Iraqi Kurds)', 'Military Personnel - Special (Afghanistan)', 'Dimitrios Avramopoulos', 'Barack Obama', 'Philippines', 'Afghanistan', 'Government (Pakistan)', 'Military (United Kingdom)', 'Afghan National Army']"
335,Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-07-21,"['Ashraf Ghani Ahmadzai', 'Abdullah Abdullah', 'Bhutan', 'Alexander Stubb', 'Amnesty International', 'Uhuru Muigai Kenyatta', 'Government (South Africa)', 'Municipal Court (Czech Republic)', 'Fire Brigade (Australia)', 'Simbarashe Mumbengegwi']"
336,Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-26,"['Police (Egypt)', 'Military Personnel - Special (Mexico)', 'Military (Central African Republic)', 'Royal Administration (Spain)', 'Kyoto University', 'The Hague', 'Evangelos Venizelos', 'Ministry (Egypt)', 'Government Official (United Kingdom)', 'National Intelligence Bureau (China)']"
337,Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-10,"['Police (Egypt)', 'Military Personnel - Special (Mexico)', 'Military (Central African Republic)', 'Royal Administration (Spain)', 'Kyoto University', 'The Hague', 'Evangelos Venizelos', 'Ministry (Egypt)', 'Government Official (United Kingdom)', 'National Intelligence Bureau (China)']"
338,Government (Nigeria),Provide aid,Citizen (Nigeria),2014-06-26,"['Citizen (Nigeria)', 'Government (Nigeria)', 'Ministry (Venezuela)', 'Nigerian Bar Association', 'François Hollande', 'Vietnam', 'Treasury/Finance Ministry (Bangladesh)', 'János Áder', 'Vitali Klitschko', 'Foreign Affairs (Russia)']"
339,Protester (Hong Kong),"Protest violently, riot",Police (Hong Kong),2014-10-01,"['Organisation of Islamic Cooperation', 'Protester (Hong Kong)', 'Murtala Nyako', 'The Standard', 'Progressive Party (Nigeria)', 'Sergey Kuzhugetovich Shoygu', 'Massoud Barzani', 'Abu Sayyaf', 'Foreign Affairs (Russia)', 'Tarun Gogoi']"
340,Main Opposition (Turkey),Make pessimistic comment,Justice and Development Party,2014-02-12,"['Justice and Development Party', 'Police (Malaysia)', 'Main Opposition (Turkey)', 'Laos', 'Royal Thai Police', 'Nasser Judeh', 'National Council for Peace and Order of Thailand', 'Mouloud Hamrouche', 'Armed Rebel (Syria)', 'Government (Croatia)']"
341,Philippines,"Arrest, detain, or charge with legal action",Musa Cerantonio,2014-07-12,"['Sergey Viktorovich Lavrov', 'Philippines', 'Militant (Boko Haram)', 'Independent Corrupt Practices Commission', 'Citizen (India)', 'Majid Takht Ravanchi', 'Government (United States)', 'Cabinet / Council of Ministers / Advisors (Somalia)', 'Nasser Judeh', 'Armed Gang (Al Qaeda)']"
342,Boko Haram,Use conventional military force,Citizen (Nigeria),2014-02-04,"['Citizen (Nigeria)', 'Boko Haram', 'Labor Union (Nigeria)', 'Citizen (Botswana)', 'Lawyer/Attorney (Argentina)', 'Clergy (Nigeria)', 'Shura Council', 'Military Personnel (Afghanistan)', 'Gurbanguly Berdymukhammedov', 'Head of Government (India)']"
343,Protester (Ukraine),Demonstrate for leadership change,Murderer (Ukraine),2014-05-03,"['Protester (Ukraine)', 'Wadhawa Singh', 'Citizen (Brazil)', 'Businessperson (South Africa)', 'Clergy (Nigeria)', 'Robert Hughes', 'Citizen (Czech Republic)', 'Mary Robinson', 'Police (Jordan)', 'National Unity Party (Somalia)']"
344,North Korea,Accuse,South Korea,2014-04-07,"['Party of Regions', 'Sergey Kuzhugetovich Shoygu', 'North Korea', 'South Korea', 'National Anti-Corruption Commission (Thailand)', 'Dmitry Anatolyevich Medvedev', 'Sadayuki Sakakibara', 'Suleiman Abba', 'International Monetary Fund', 'Employee (Jordan)']"
