,e1,relation,e2,date,predictions
6984,North Korea,Engage in negotiation,Japan,2014-10-04,"['North Korea', 'Member of the Judiciary (Iran)', 'Legislature (Italy)', 'Japan', 'Cleric (Iraq)', 'Vietnam', 'Justice and Development Party', 'Other Authorities / Officials (Romania)', 'Jakaya Mrisho Kikwete', 'Malaysia']"
6985,Romania,Engage in diplomatic cooperation,Tanzania,2014-09-01,"['Mexico', 'Nurse (Venezuela)', 'Kathleen Wynne', 'Member of Legislative (Govt) (Iran)', 'People Associated with the Opposition (Bahrain)', 'Arseniy Yatsenyuk', 'Qatar', 'Congress of South African Trade Unions', 'Abhisit Vejjajiva', 'Business (Bulgaria)']"
6986,Colombia,Provide economic aid,Head of Government (Colombia),2014-10-02,"['Independent Corrupt Practices Commission', 'Citizen (Thailand)', 'The Hague', 'Peacekeeping Troop (Central African Republic)', 'Head of Government (Ukraine)', 'Pope Francis', 'Evo Morales', 'Citizen (Malaysia)', 'Gjorge Ivanov', 'Sergey Viktorovich Lavrov']"
6987,Sergey Viktorovich Lavrov,Make a visit,Iraq,2014-06-27,"['Sergey Viktorovich Lavrov', 'Didier Burkhalter', 'Afghanistan', 'Head of Government (Bahrain)', 'Ng Eng Hen', 'Iraq', 'Fumio Kishida', 'Head of Government (Chile)', 'Citizen (Yemen)', 'Nasser Judeh']"
6988,Mohammad Ali Jafari,Make empathetic comment,Raheel Sharif,2014-12-17,"['Ministry (Tanzania)', 'Raheel Sharif', 'Arab Israelis', 'Police (South Africa)', 'Ishaq Dar', 'Armed Gang (Afghanistan)', 'Azubuike Ihejirika', 'Mohamed Ould Abdel Aziz', 'Barack Obama', 'Government (Syria)']"
6989,Representatives (United States),Meet at a 'third' location,Iran,2014-09-11,"['Muhammadu Buhari', 'Insurgent (Fula people)', 'East African Community', 'Cobra Matata', 'Thailand', 'Frank Bainimarama', 'Terrorist (Boko Haram)', 'United Russia', 'David Nabarro', 'Armed Rebel (Ukraine)']"
6990,Japan,Express intent to meet or negotiate,China,2014-06-30,"['Zhang Dejiang', 'China', 'Japan', 'Citizen (United Kingdom)', 'Raúl Castro', 'Lawyer/Attorney (Argentina)', 'Middle East', 'Defense / Security Ministry (Angola)', 'Police (Burundi)', 'Ministry (Nigeria)']"
6991,Police (Israel),"Arrest, detain, or charge with legal action",Men (United States),2014-12-11,"['Georgian Labour Party', 'Military (Turkey)', 'Togo', 'Ashraf Ghani Ahmadzai', 'Paul Kagame', 'Other Authorities / Officials (Mauritania)', 'Bangladesh Nationalist Party', 'Police (South Africa)', 'Barack Obama', 'Police (Israel)']"
6992,Insurgent (Islamic State of Iraq and the Levant),Use unconventional violence,Iraq,2014-08-17,"['John Major', 'Didier Burkhalter', 'Abdul Aziz', 'Augustine Alegeh', 'Criminal (Pokot)', 'Justice Department/Ministery (India)', 'Military Academy (North Korea)', 'Military Personnel (Paraguay)', 'Ministry (Tunisia)', 'Chiz Escudero']"
6993,Pham Binh Minh,Engage in symbolic act,Thongsing Thammavong,2014-12-12,"['Ivan Gasparovic', 'UN Security Council', 'Sabah Khaled Al-Hamad Al-Sabah', 'South Africa', 'Djibouti', 'János Áder', 'Protester (Thailand)', 'Military (Jordan)', 'Information / Communication / Transparency Ministry (Kazakhstan)', 'New Zealand']"
6994,Citizen (Kenya),Criticize or denounce,Government (Kenya),2014-02-04,"['Government Official (Japan)', 'Food and Agriculture Organization', 'Muhammadu Buhari', 'Media (Africa)', 'Ma Ying Jeou', 'Daniel Ortega', 'Citizen (Kenya)', 'Legislature (Iraq)', 'Congress of South African Trade Unions', 'People Associated with the Opposition (Bahrain)']"
6995,Veterans (United States),Express intent to meet or negotiate,South Korea,2014-06-19,"['Government (Palestinian Territory', 'Occupied)', 'Legislature (Italy)', 'Defense / Security Ministry (Nigeria)', 'Tajikistan', 'Moro Islamic Liberation Front', 'Armed Rebel (Ukraine)', 'Arseniy Yatsenyuk', 'Afghanistan', 'Agence France-Presse', 'Military (Niger)']"
6996,Myanmar,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2014-02-27,"['Kyoto University', 'Representatives (Slovakia)', 'Head of Government (Brazil)', 'Joseph Robinette Biden', 'Kuwait', 'Cabinet / Council of Ministers / Advisors (United States)', 'Abdullah Abdullah', 'Pope Francis', 'John Baird', 'Uhuru']"
6997,Iran,Make statement,Iraq,2014-12-07,"['Citizen (Turkey)', 'Iran', 'Abdel Fattah Al-Sisi', 'High Commission for Refugees', 'Angola', 'Angela Merkel', 'Gazprom Neft', 'Somsavat Lengsava', 'Mexico', 'Isaias Afewerki']"
6998,Austria Press Agency,Make statement,Defense / Security Ministry (Azerbaijan),2014-11-04,"['Abdelilah Benkirane', 'European Central Bank', 'Kuwait', 'Shahin Mustafayev', 'Member of the Judiciary (South Korea)', 'Radoslaw Sikorski', 'Enrico Letta', 'Foreign Affairs (Russia)', 'Other Authorities / Officials (Zimbabwe)', 'Professor (Iran)']"
6999,Hezbollah,Use conventional military force,Islamic Rebel (Syria),2014-02-21,"['Abdel Fattah Al-Sisi', 'Labor Union (New Zealand)', 'Activist (Nigeria)', 'International Monetary Fund', 'Political Parties (Haiti)', 'National Unity Party (Somalia)', 'Head of Government (Qatar)', 'Head of Government (Mexico)', 'Monastery (China)', 'Government (Africa)']"
7000,Michael Sata,Consult,Head of Government (Ethiopia),2014-02-03,"['Michael Sata', 'Business (Russia)', 'Andrej Kiska', 'European Central Bank', 'Isaias Afewerki', 'Sierra Leone', 'The Hague', 'Giorgio Napolitano', 'Tajikistan', 'Mujahideen (Somalia)']"
7001,Intellectual (Somalia),Consult,Shabelle Media Network,2014-08-13,"['People Associated with the Opposition (Russia)', 'Citizen (Turkey)', 'Shura Council', 'Ministry (Liberia)', 'Heraldo Muñoz', 'Governor (Democratic Republic of Congo)', 'Ibrahim Hassan Saif', 'Likud', 'Shiv Sena', 'Lulzim Basha']"
7002,Romania,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-10-06,"['Citizen (Brazil)', 'New Zealand', 'Andrej Kiska', 'Edgars Rinkevics', 'Hassan Fadlallah', 'Sudan', 'Bishop (Nigeria)', 'Jamil Mahuad', 'Combatant (Justice and Equality Movement)', 'Legislature (Libya)']"
7003,Citizen (Thailand),Use unconventional violence,Armed Gang (Thailand),2014-02-03,"['Citizen (Thailand)', 'Michael Sata', 'Foreign Affairs (Italy)', 'Djibouti', 'Military Academy (North Korea)', 'Constitutional Court (Slovakia)', 'Other Authorities / Officials (Guinea)', 'Michael Brown', 'Member of Parliament (Germany)', 'Israeli Defense Forces']"
7004,Veterans (Croatia),Demand change in leadership,Ministry (Croatia),2014-10-28,"['Treasury/Finance Ministry (Bangladesh)', 'Prabowo Subianto', 'Imran Khan', 'Citizen (Tanzania)', 'Head of Government (Brazil)', 'Military Personnel - Special (Algeria)', 'Military (El Salvador)', 'Eugene Wamalwa', 'Military Personnel - Special (Mexico)', 'Citizen (Namibia)']"
7005,International Federation of Journalists,Make an appeal or request,Cabinet / Council of Ministers / Advisors (Somalia),2014-06-27,"['Sergey Viktorovich Lavrov', 'Special Rapporteurs of the United Nations', 'Liberal Democratic Party of Russia', 'Employee (Philippines)', 'Gurbanguly Berdymukhammedov', 'Afghanistan', 'Legislature (Argentina)', '""Citizen (Cote d\'Ivoire)""', 'Foreign Affairs (South Korea)', 'Anifah Aman']"
7006,Iran,Engage in negotiation,Iraq,2014-09-28,"['Iran', 'Special Rapporteurs of the United Nations', 'Gjorge Ivanov', 'Nasser Judeh', 'Businessperson (Belarus)', 'Ministry (Liberia)', 'Men (United States)', 'Canada', 'Protester (Pakistan)', 'Cabinet / Council of Ministers / Advisors (United States)']"
7007,Court Judge (India),Ease administrative sanctions,Citizen (India),2014-06-07,"['Citizen (India)', 'Head of Government (India)', 'Employee (India)', 'Men (India)', 'S.P. Singh', 'Augusto Barrera', 'Mujahideen (Somalia)', 'Police (Burundi)', 'Kashmiri Separatist', 'Opposition Supporter (India)']"
7008,Ministry (Iran),Express intent to meet or negotiate,Kuwait,2014-10-21,"['Royal Administration (Spain)', 'Ministry (Egypt)', '""Uganda People\'s Defence Force""', 'Togo', 'Isaias Afewerki', 'Military Academy (North Korea)', 'Legislature (Argentina)', 'Insurgent (Afghanistan)', 'Energy Department/Ministry (Iran)', 'Government (Africa)']"
7009,Rehman Malik,Praise or endorse,Imran Khan,2014-09-03,"['Mujahideen (Somalia)', 'Agence France-Presse', 'Ministry (Madagascar)', 'Police (Ukraine)', 'Business (Canada)', 'Dino Bouterse', 'Healthcare Facility (Greece)', 'Ed Royce', 'Party Member (Thailand)', 'Mary Robinson']"
7010,Pierre Laurent,Praise or endorse,French Communist Party,2014-10-16,"['Employee (Kenya)', 'Ion Iliescu', 'Special Rapporteurs of the United Nations', 'Military (Niger)', 'Justice and Development Party', 'France', 'Thailand', 'Viktor Orban', 'Military (Russia)', 'Sikh (India)']"
7011,François Hollande,Make statement,France,2014-09-10,"['François Hollande', 'Ministry (Liberia)', 'Colombia', 'Citizen (Thailand)', 'Gjorge Ivanov', 'Head of Government (Mongolia)', 'Japan', 'South Korea', 'Citizen (Greece)', 'Muhammadu Buhari']"
7012,"Air Force (Palestinian Territory, Occupied)",Assassinate,Terrorist (Hamas),2014-08-22,"['City Mayor (Costa Rica)', 'Congress (Philippines)', 'Toomas Hendrik Ilves', 'Business (Bulgaria)', 'Information Ministry (India)', 'Government (Argentina)', 'Armed Rebel (Ukraine)', 'Ministry (Norfolk Island)', 'Business (Poland)', 'Military Personnel (Benin)']"
7013,Narongchai Akrasanee,Make a visit,Laos,2014-09-23,"['High Ranking Military Personnel (Mauritania)', 'Democratic Forces for the Liberation of Rwanda', 'Mahinda Rajapaksa', 'Military Personnel (Mali)', 'National Party (India)', 'Ali Tayyebnia', 'Business (Bulgaria)', 'Jatuporn Prompan', 'Cabinet / Council of Ministers / Advisors (United States)', 'Media (Azerbaijan)']"
7014,Barack Obama,Express intent to cooperate,Poland,2014-06-03,"['Barack Obama', 'Ministry (Venezuela)', 'Settler (Israel)', 'Associated Press', 'Government (Croatia)', 'Laos', 'France', 'Interfax', 'Ma Ying Jeou', 'Government (France)']"
7015,Police (Libya),"Impose embargo, boycott, or sanctions",Legislature (Libya),2014-09-29,"['Military Personnel (South Korea)', 'Head of Government (Senegal)', 'Nigerian Navy', 'Police (Egypt)', 'Thailand', '""Uganda People\'s Defence Force""', 'Interfax', 'Foreign Affairs (Italy)', 'Armed Gang (Saudi Arabia)', 'Lloyd Austin']"
7016,Thief (India),Use unconventional violence,Citizen (India),2014-10-19,"['Citizen (India)', 'Employee (India)', 'Men (India)', 'Company - Owner or Operator (India)', 'Head of Government (Poland)', 'Abdirahman Ducaale Bayle', 'Ministry of Shipping (India)', 'Liyel Imoke', 'Mega Channel', 'Central Intelligence Agency']"
7017,National Front Malaysia,Make pessimistic comment,Citizen (Malaysia),2014-10-11,"['Citizen (Uganda)', 'National Front Malaysia', 'Zhang Dejiang', 'Election Commission (India)', 'Inter-Services Intelligence', 'Yamfwa Mukanga', 'Citizen (Malaysia)', 'Abdul Aziz', 'Human Rights Commission (Nigeria)', 'Lawyer/Attorney (United Kingdom)']"
7018,Abdullah Abdullah,Accuse,Ashraf Ghani Ahmadzai,2014-06-23,"['Ashraf Ghani Ahmadzai', 'Pilgrim (India)', 'Afghanistan', 'Election Commission (Afghanistan)', 'Ministry (Afghanistan)', 'Head of Government (Afghanistan)', 'Military (Russia)', 'Children (Zimbabwe)', 'Royal Administration (Spain)', 'Business (Poland)']"
7019,Citizen (India),Express intent to meet or negotiate,Thailand,2014-02-06,"['European Central Bank', 'Lawyer/Attorney (United States)', 'Shura Council', 'Emrullah Isler', 'Citizen (India)', 'Cabinet / Council of Ministers / Advisors (Senegal)', 'Businessperson (Czech Republic)', 'Angela Merkel', 'Shiv Sena', 'Greenpeace']"
7020,Vanguard,Criticize or denounce,Government (Nigeria),2014-11-06,"['Afghanistan', 'Governor (Venezuela)', 'Combatant (Iraqi Kurds)', 'Citizen (Turkey)', 'Foreign Affairs (Russia)', 'Armed Rebel (Mali)', 'Cameroon', 'Government (United States)', 'New Zealand', 'Head of Government (India)']"
7021,South Korea,"Return, release person(s)",Citizen (South Korea),2014-03-28,"['South Korea', 'Japan', 'Royal Administration (Saudi Arabia)', 'Josh Earnest', 'Likud', 'Media Personnel (Maldives)', 'Men (Argentina)', 'Togo', 'Laos', 'Fumio Kishida']"
7022,Lawyer/Attorney (Australia),Accuse,Citizen (Australia),2014-02-05,"['People Associated with the Opposition (Bahrain)', 'Men (Argentina)', 'Religion (India)', 'Poland', 'Prayuth Chan-ocha', 'Military Personnel (Canada)', 'Mary Robinson', 'Legislature (Serbia)', 'Company - Owner or Operator (Nigeria)', 'Election Commission (India)']"
7023,Nuri al-Maliki,Express intent to meet or negotiate,China,2014-05-15,"['Sadayuki Sakakibara', 'Business (Bulgaria)', 'People Associated with the Opposition (Bahrain)', 'Ministry (Liberia)', 'Hau Lung-pin', 'Kober prison', 'Food and Agriculture Organization', 'International Government Organizations', 'Tamar Beruchashvili', 'Foreign Affairs (Liberia)']"
7024,Media Personnel (Japan),Make statement,Japan,2014-01-30,"['Member of the Judiciary (Iran)', 'Legislature (Iraq)', 'Terrorist (Syria)', 'Pervez Musharraf', 'Medical Personnel (Jordan)', 'Simon Khaya Moyo', 'Andrej Kiska', 'High Ranking Military Personnel (Nigeria)', 'Xi Jinping', 'Combatant (Islamic State of Iraq and the Levant)']"
7025,Mohammad Javad Zarif,Express intent to cooperate,Catherine Ashton,2014-02-20,"['Member of Parliament (Australia)', 'Other Authorities / Officials (Russia)', 'Mohammad Javad Zarif', 'Business (Bulgaria)', 'Governor (Japan)', 'Government (United States)', 'Government Official (Egypt)', 'Afghanistan', 'Member of Parliament (Germany)', 'Democratic Party (Nigeria)']"
7026,Mohammad Javad Zarif,Make statement,Catherine Ashton,2014-06-19,"['Lawyer/Attorney (Argentina)', 'Police (Burundi)', 'Armenia', 'Activist (Nigeria)', 'Asylum Seeker (Chile)', 'Government (Africa)', 'Nazrul Islam', 'Mohammad Javad Zarif', 'Intelligence (United States)', 'Svoboda']"
7027,Chuck Hagel,Make a visit,Afghanistan,2014-06-02,"['Foreign Affairs (Italy)', 'Chief Court Judge (Angola)', 'Bhutan', 'Democratic Forces for the Liberation of Rwanda', 'Citizen (Sudan)', 'Treasury/Finance Ministry (Bangladesh)', 'Chuck Hagel', 'Men (Pakistan)', 'Activist (Nigeria)', 'Military Personnel (Afghanistan)']"
7028,Cabinet / Council of Ministers / Advisors (United States),Make a visit,China,2014-02-17,"['Cabinet / Council of Ministers / Advisors (United States)', 'Reuven Rivlin', 'Other Authorities / Officials (Mauritania)', 'Ministry (Venezuela)', 'Iran', 'Raheel Sharif', 'Company - Owner or Operator (Nigeria)', 'Government Official (Japan)', 'Foreign Affairs (Hungary)', 'Mikhail Margelov']"
7029,Government (Nigeria),Use conventional military force,Stephen Davis,2014-09-05,"['Qatar', 'Arseniy Yatsenyuk', 'Interfax', 'Finance / Economy / Commerce / Trade Ministry (Zambia)', 'Ministry (Nigeria)', 'Medical Personnel (Australia)', 'Business (Uruguay)', 'Government (Nigeria)', 'Bahrain', 'Head of Government (Afghanistan)']"
7030,Election Commission (Afghanistan),Make statement,Ashraf Ghani Ahmadzai,2014-09-23,"['Citizen (Tanzania)', 'Tsai Ing-wen', 'Michael Sata', 'Men (United States)', 'Ministry (Egypt)', 'Member of Parliament (South Africa)', 'Food and Agriculture Organization', 'Nuri al-Maliki', 'Combatant (Syrian Kurds)', 'Special Rapporteurs of the United Nations']"
7031,Party Member (United Kingdom),Express intent to cooperate,Businessperson (United Kingdom),2014-09-02,"['Indigenous People (Greece)', 'Other Authorities / Officials (Romania)', 'Business (Uruguay)', 'Morgan Tsvangirai', 'Military (France)', 'Geoffrey Pyatt', 'People Associated with the Opposition (Ukraine)', 'Citizen (Bulgaria)', 'Amnesty International', 'Head of Government (Ukraine)']"
7032,High Ranking Military Personnel (United Arab Emirates),Bring lawsuit against,Citizen (Saudi Arabia),2014-01-15,"['High Ranking Military Personnel (United Arab Emirates)', 'Ministry (Norfolk Island)', 'Detainee (Lebanon)', 'Nguyen Phu Trong', 'Babbar Khalsa', 'Legislature (Libya)', 'Democratic Party (Nigeria)', 'Tom Fletcher', 'Kazakhstan', 'Azubuike Ihejirika']"
7033,Party Member (Turkey),Make statement,Justice and Development Party,2014-08-10,"['Shiv Sena', 'Bhutan', 'Morgan Tsvangirai', 'Alexander Lukashevich', 'Malawi Electoral Commission', 'Ryoo Kihl-jae', 'Algirdas Butkevičius', 'Cristina Fernández de Kirchner', 'Philip Hammond', 'Gjorge Ivanov']"
7034,North Korea,Engage in negotiation,Wendy Sherman,2014-02-06,"['North Korea', 'Member of the Judiciary (Iran)', 'Legislature (Italy)', 'Cleric (Iraq)', 'Vietnam', 'Justice and Development Party', 'Other Authorities / Officials (Romania)', 'Jakaya Mrisho Kikwete', 'Malaysia', 'Military Personnel (Nigeria)']"
7035,Lawmaker (Iraq),Make statement,Party Member (Iraq),2014-08-23,"['Shiv Sena', 'Public Prosecutor (Greece)', 'Mbhazima Samuel Shilowa', 'Alexander Lukashevich', 'Armed Gang (Djibouti)', 'János Áder', 'People Associated with the Opposition (Bahrain)', 'Defense / Security Ministry (Egypt)', 'Congo', 'Court Judge (Iraq)']"
7036,Citizen (Venezuela),Criticize or denounce,Government (Venezuela),2014-04-26,"['Foreign Affairs (Italy)', 'Office of the United Nations High Commissioner for Human Rights', 'North Atlantic Treaty Organization', 'Activist (Nigeria)', 'Military Personnel (Yemen)', 'Ion Iliescu', 'Businessperson (Tunisia)', 'Military (Argentina)', 'Foreign Affairs (Macedonia)', 'OMV']"
7037,Viktor Orban,Praise or endorse,Citizen (Hungary),2014-11-21,"['Viktor Orban', 'Legislature (South Africa)', 'Joachim Gauck', 'Men (United States)', 'Business (Bulgaria)', 'Military Personnel (Afghanistan)', 'Israeli Defense Forces', 'Xi Jinping', 'Peacekeeping Troop (Central African Republic)', 'Shahin Mustafayev']"
7038,Abdel Fattah Al-Sisi,Reduce relations,Head of Government (Egypt),2014-05-24,"['Armed Rebel (Ukraine)', 'Association of Southeast Asian Nations', 'Main Opposition (Fiji)', 'Head of Government (Afghanistan)', 'Party Member (Bangladesh)', 'Murtala Nyako', 'Foreign Affairs (Italy)', 'Gabriel Torwua Suswam', 'United Arab Emirates', 'Energy Department/Ministry (Jordan)']"
7039,Kazakhstan,Host a visit,Xi Jinping,2014-12-15,"['Ministry (Liberia)', 'Citizen (Greece)', 'Military Personnel (Benin)', 'John Hoeven', 'Medical Personnel (Jordan)', 'William Ruto', 'Kashim Shettima', 'Government (Pakistan)', 'Member of Parliament (Germany)', 'Employee (India)']"
7040,Citizen (India),Refuse to yield,Member of Parliament (India),2014-06-15,"['Citizen (India)', 'Ministry (Venezuela)', 'Employee (India)', 'Jack Straw', 'Religion (India)', 'Citizen (Nigeria)', 'Indigenous People (India)', 'Guatemala', 'Treasury/Finance Ministry (Czech Republic)', 'Police (Burundi)']"
7041,Ashraf Ghani Ahmadzai,Express intent to meet or negotiate,China,2014-10-25,"['Business (Russia)', 'Augustine Alegeh', 'Election Commission (Afghanistan)', 'Niger', 'Al Jazeera', 'Nigerian Bar Association', 'Member of Parliament (Russia)', 'Citizen (Malaysia)', 'Military (Russia)', 'Military (El Salvador)']"
7042,John Kerry,Consult,Benjamin Netanyahu,2014-04-02,"['John Kerry', 'International Monetary Fund', 'Trade Union Congress', 'Media Personnel (Iran)', 'Muhammadu Buhari', 'Agence France-Presse', 'Shiv Sena', 'Foreign Affairs (Italy)', 'Konstantin Dolgov', 'Professor (France)']"
7043,Sergey Viktorovich Lavrov,Make a visit,Ethiopia,2014-09-22,"['Sergey Viktorovich Lavrov', 'Didier Burkhalter', 'Afghanistan', 'Head of Government (Bahrain)', 'Ng Eng Hen', 'Fumio Kishida', 'Head of Government (Chile)', 'Citizen (Yemen)', 'Nasser Judeh', 'Thailand']"
7044,Poland,Host a visit,Chuck Hagel,2014-01-29,"['Abdullah Gül', 'Representatives (Russia)', 'Military Personnel (Kenya)', 'Ministry (Venezuela)', 'Police (Dominican Republic)', 'Austria Press Agency', 'People Associated with the Opposition (Bahrain)', 'Sikh (India)', 'Political Parties (Haiti)', 'Congress (United States)']"
7045,Afghanistan,Express intent to engage in diplomatic cooperation (such as policy support),Tajikistan,2014-03-26,"['Militant (Malaysia)', 'Nurse (Venezuela)', 'Afghanistan', 'United Russia', 'Military (North Korea)', 'Citizen (Brazil)', 'Philippines', '""Citizen (Cote d\'Ivoire)""', 'Doctors Without Borders', 'Congolese National Police']"
7046,John Kerry,Threaten,Iran,2014-02-06,"['John Kerry', 'Tamar Beruchashvili', 'Businessperson (Italy)', 'Election Commission (India)', 'Nguyen Phu Trong', 'Military (Middle East)', 'Israeli Defense Forces', 'Joseph Robinette Biden', 'Labor Union (Croatia)', 'Citizen (Bulgaria)']"
7047,Prayuth Chan-ocha,Make an appeal or request,Citizen (Thailand),2014-09-06,"['Kuwait', 'Head of Government (Poland)', 'Prayuth Chan-ocha', 'Qatar', 'Chief of Staff (French Air Force)', 'Representatives (Slovakia)', 'Labor Union (Nigeria)', 'Citizen (Zambia)', 'Abdirahman Ducaale Bayle', 'Education (Pakistan)']"
7048,South Sudan,Host a visit,Umar al Bashir,2014-01-21,"['Sudan', 'Government (United States)', 'Government (Sweden)', 'Kim Jong-Un', 'Foreign Affairs (Italy)', 'Umar al Bashir', 'National Anti-Corruption Commission (Thailand)', 'Men (India)', 'Kevin Rudd', 'Mikhail Margelov']"
7049,Jeff Seeney,Make statement,Campbell Newman,2014-06-30,"['Company - Owner or Operator (Italy)', 'Azubuike Ihejirika', 'Agence France-Presse', 'Interfax', 'János Áder', 'Angola', 'Businessperson (Mauritania)', 'Lawmaker (Indonesia)', 'Member of Parliament (Germany)', 'Victoria Nuland']"
7050,China,Express intent to engage in diplomatic cooperation (such as policy support),Afghanistan,2014-03-08,"['China', 'Kober prison', 'Head of Government (Brazil)', 'Gurbanguly Berdymukhammedov', 'Imran Khan', 'Military Personnel (Kenya)', 'Uhuru Muigai Kenyatta', 'Mainland Affairs Council', 'Women (Israel)', 'Party Member (Bolivia)']"
7051,Theresa May,Make statement,Fiona Woolf,2014-09-05,"['Member of Legislative (Govt) (Iran)', '""Uganda People\'s Defence Force""', 'Thailand', 'European Parliament', 'Citizen (Brazil)', 'Chris Murphy', 'Government (Venezuela)', 'Legislature (Argentina)', 'Abdullah Gül', 'Head of Government (Qatar)']"
7052,Member of the Judiciary (Sri Lanka),Coerce,Fishermen (India),2014-11-03,"['Fishermen (India)', 'Anders Borg', 'Citizen (India)', 'Fishermen (Sri Lanka)', 'Roger B. Wilson', 'Police (Kenya)', 'Armed Band (Philippines)', 'Criminal (El Salvador)', 'Human Rights Watch', 'Costco']"
7053,Afghanistan,Host a visit,Barack Obama,2014-05-27,"['Agence France-Presse', 'Laos', 'Citizen (Brazil)', 'Legislature (Italy)', 'Kashmiri Separatist', 'Japan Self-Defense Forces', 'Abdirahman Ducaale Bayle', 'Abdul Aziz', 'Armed Gang (United States)', 'Afghanistan']"
7054,China,Make empathetic comment,Michael Sata,2014-10-30,"['China', 'John Kerry', 'Thailand', 'Special Rapporteurs of the United Nations', 'Congress (United States)', 'Riek Machar', 'Military Personnel (South Korea)', 'Cambodia', 'Keriako Tobiko', 'Afghanistan']"
7055,Office of the Attorney General,Make statement,Attorney General (Thailand),2014-09-05,"['Main Opposition (Turkey)', 'Arseniy Yatsenyuk', 'Hamas', 'Indigenous People (Greece)', 'Lawmaker (Indonesia)', 'Businessperson (Philippines)', 'Head of Government (Egypt)', 'National Union Party (Romania)', 'Criminal (Tanzania)', 'Congress (Philippines)']"
7056,Citizen (International),Demand,Armed Rebel (Ukraine),2014-07-22,"['Mexico', 'Nuri al-Maliki', 'Constitutional Court (Slovakia)', 'Citizen (International)', 'Ministry (Angola)', 'Men (India)', 'Eugene Wamalwa', 'European Parliament', 'Political Parties (Lebanon)', 'Interfax']"
7057,Iran,Express intent to meet or negotiate,Tajikistan,2014-08-26,"['John Kerry', 'Defense / Security Ministry (Nigeria)', 'Military Personnel (Afghanistan)', 'Student (Venezuela)', 'Interfax', 'Government (Africa)', 'Iran', 'Head of Government (Ukraine)', 'National Iranian Tanker Company', 'Nasser Judeh']"
7058,Cabinet / Council of Ministers / Advisors (Japan),Make a visit,Foreign Affairs (South Korea),2014-04-29,"['Citizen (Germany)', 'Combatant (Egypt)', 'Canada', 'Ibrahim Hassan Saif', 'Justice and Development Party', 'Transport (Jordan)', 'Presidential Press Service (Nigeria)', 'Nikos Christodoulides', 'Other Authorities / Officials (Philippines)', 'Men (United States)']"
7059,Xi Jinping,Discuss by telephone,Barack Obama,2014-03-11,"['Xi Jinping', 'Ministry (Czech Republic)', 'Ion Iliescu', 'Businessperson (Italy)', 'New Zealand', 'National Anti-Corruption Commission (Thailand)', 'Head of Government (China)', 'Military (Russia)', 'Frank Mba', 'Men (Pakistan)']"
7060,Cabinet / Council of Ministers / Advisors (United States),Consult,Benjamin Netanyahu,2014-01-02,"['Cabinet / Council of Ministers / Advisors (United States)', 'Aladdin Boroujerdi', 'Interfax', 'Indigenous People (Greece)', 'Tahirul Qadri', 'Food and Agriculture Organization', 'Businessperson (United Kingdom)', 'Member of Parliament (Australia)', 'Oommen Chandy', 'Doctors Without Borders']"
7061,Nuri al-Maliki,Consult,Joseph Robinette Biden,2014-06-19,"['Nuri al-Maliki', 'Military Personnel - Special (Mexico)', 'Jeff Seeney', 'Raheel Sharif', 'Shahin Mustafayev', 'Royal Administration (Jordan)', 'Milos Zeman', 'Government (Africa)', 'National Anti-Corruption Commission (Thailand)', 'Youth and Sports Ministry (Azerbaijan)']"
7062,Victoria Nuland,Make a visit,Romania,2014-01-15,"['Arseniy Yatsenyuk', 'Victoria Nuland', 'Massoud Barzani', 'Lawyer/Attorney (Argentina)', 'Main Opposition (Turkey)', 'Amit Shah', 'Sudan', 'Congress (United States)', 'Political Parties (Haiti)', 'Citizen (Brazil)']"
7063,Member of the Judiciary (United Kingdom),Reject,Shrien Dewani,2014-03-18,"['Ministry (Liberia)', 'Ministry (Iran)', 'Government (Sweden)', 'Morgan Tsvangirai', 'Member of the Judiciary (United Kingdom)', 'Criminal (Guatemala)', 'Indigenous People (South Korea)', 'Citizen (Chechnya)', 'Separatist (India)', 'Military Personnel - Special (United States)']"
7064,Company - Owner or Operator (India),Reject,Employee (India),2014-06-16,"['Armenia', 'Media (Africa)', 'Philippines', 'Indigenous People (Nigeria)', 'Religion (India)', 'Togo', 'Labor Union (Croatia)', 'Tahirul Qadri', 'Treasury/Finance Ministry (Bangladesh)', 'Citizen (Namibia)']"
7065,Militant (Taliban),Use unconventional violence,Afghanistan,2014-03-28,"['Citizen (Venezuela)', 'Head of Government (Brazil)', 'Irakli Alasania', 'Massoud Barzani', 'Ministry (Venezuela)', 'Agence France-Presse', 'Treasury/Finance Ministry (Bangladesh)', 'Party of Regions', 'Ombudsman (Georgia)', 'Head of Government (Mexico)']"
7066,Evo Morales,Consult,Majid Takht Ravanchi,2014-01-23,"['Evo Morales', 'Supreme Council for Women', 'Morocco', 'Mohammad Ali Najafi', 'Angola', 'Labor Party (United Kingdom)', 'Foreign Affairs (Italy)', 'Nicos Anastasiades', 'Tajikistan', 'National Anti-Corruption Commission (Thailand)']"
7067,Employee (India),Complain officially,Men (India),2014-07-18,"['Employee (India)', 'Indigenous People (Greece)', 'Chief of Staff (French Air Force)', 'Military Personnel (Afghanistan)', 'Yulia Tymoshenko', 'Togo', 'Benazir Bhutto', 'Military Personnel (Kenya)', 'Kevin Rudd', 'Foreign Affairs (Liberia)']"
